Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Low_High_Avg,RV,Sd,Rs,G,Rf,Sf,R*,Ss,P↑,P↓,Y_High,Y_Close,Y_Low,cos_θ1,sin_θ1,cos_θ2,sin_θ2,cos_θ3,sin_θ3,cos_θ4,sin_θ4,E_Low,E_High
2015-12-23 00:00:00,13.59000015258789,13.68000030517578,13.539999961853027,13.619999885559082,3218000,0.0,0.0,0.0,13.610000133514404,0.0022880905243000105,1.0,0.5399999618530256,0.0,0.029999732971191406,0.0,-0.4099998474121076,1.7346827831548626,0.43367069578871564,0.5663293042112844,0.0003625856054317263,0.0010933187647475331,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.279785007658564,18.25020833869104
2015-12-24 00:00:00,13.670000076293944,13.720000267028809,13.65999984741211,13.6899995803833,3274600,0.0,0.0,0.0,13.69000005722046,0.002340301177766158,1.0,0.6099996566772443,0.0,0.09999942779541016,0.0,-0.4099998474121076,2.0,0.5,0.5,0.0029710586062101246,0.005216469450923419,0.00897871412658733,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.279785007658564,18.25020833869104
2015-12-28 00:00:00,13.380000114440918,13.399999618530272,13.220000267028809,13.289999961853027,5506000,0.0,0.0,0.0,13.30999994277954,0.003820069335993503,-1.0,-0.39999961853027344,0.31999969482421875,-0.39999961853027344,0.6400000000000001,0.6099996566772443,0.42999160152623883,0.25250209961844017,0.7474979003815598,-0.03967976764006362,-0.04985693592701508,-0.05504665599097471,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.714660906377208,18.25020833869104
2015-12-29 00:00:00,13.359999656677246,13.390000343322754,13.260000228881836,13.270000457763672,3566100,0.0,0.0,0.0,13.325000286102297,0.0024704411580138354,-1.0,-0.4199991226196289,0.0,-0.4199991226196289,0.0,0.6099996566772443,0.47406466424340293,0.8814838339391493,0.11851616606085073,-0.00048348512225089015,-0.0009753903519035497,0.001956720947275908,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.714660906377208,18.25020833869104
2015-12-30 00:00:00,13.199999809265137,13.220000267028809,13.15999984741211,13.210000038146973,2850000,0.0,0.0,0.0,13.19000005722046,0.0019654307104374907,-1.0,-0.4799995422363281,0.0,-0.4799995422363281,0.0,0.6099996566772443,0.619187906197784,0.845203023450554,0.154796976549446,-0.010211406615283594,-0.0036217430634176407,-0.006049927641352003,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.714660906377208,13.279785007658564
2015-12-31 00:00:00,13.199999809265137,13.25,13.15999984741211,13.1899995803833,3489100,0.0,0.0,0.0,13.204999923706056,0.0024025268913746775,1.0,-0.020000457763671875,0.0,-0.5,0.0,0.6099996566772443,0.0010750302634688683,0.9997312424341328,0.00026875756586721707,0.002774993663899,-0.0018549600795208234,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.714660906377208,13.279785007658564
2016-01-05 00:00:00,13.3100004196167,13.369999885559082,13.25,13.3100004196167,3722800,0.0,0.0,0.0,13.30999994277954,0.0025867701053910548,1.0,0.10000038146972656,0.0,0.12000083923339844,0.0,-0.020000457763671875,2.0,0.5,0.5,0.00961964547441613,0.009663282887960959,0.007272121581083575,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.714660906377208,18.25020833869104
2016-01-06 00:00:00,13.369999885559082,13.479999542236328,13.260000228881836,13.359999656677246,3414700,0.0,0.0,0.0,13.369999885559082,0.0023816013093724987,1.0,0.14999961853027344,0.0,0.1700000762939453,0.0,-0.020000457763671875,2.0,0.5,0.5,0.007515534865241308,0.003439166529634555,0.0006920110887032727,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.714660906377208,18.25020833869104
2016-01-07 00:00:00,13.470000267028809,13.710000038146973,13.399999618530272,13.619999885559082,9669500,0.0,0.0,0.0,13.554999828338625,0.006875292518557785,1.0,0.4099998474121094,0.0,0.43000030517578125,0.0,-0.020000457763671875,2.0,0.5,0.5,0.047907226661128476,0.054577451347274666,0.029740444730334138,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.279785007658564,18.25020833869104
2016-01-08 00:00:00,13.40999984741211,13.43000030517578,13.229999542236328,13.300000190734863,5897700,0.0,0.0,0.0,13.329999923706056,0.004094910211251729,-1.0,-0.31999969482421875,0.030000686645507812,-0.31999969482421875,0.00878948160055427,0.4099998474121094,0.6091605050981708,0.8389203921249031,0.16107960787509695,-0.012585092839757568,-0.014500506178040917,-0.007787294853104743,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.714660906377208,18.25020833869104
2016-01-11 00:00:00,13.390000343322754,13.390000343322754,13.18000030517578,13.220000267028809,3799100,0.0,0.0,0.0,13.285000324249268,0.0026219369744813147,-1.0,-0.39999961853027344,0.0,-0.39999961853027344,0.0,0.4099998474121094,0.9518132892158918,0.7620466776960271,0.23795332230397295,-0.0019214488890086903,-0.003886369499227207,-0.0024390630233388946,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.714660906377208,18.25020833869104
2016-01-12 00:00:00,13.170000076293944,13.199999809265137,13.100000381469728,13.170000076293944,4588400,0.0,0.0,0.0,13.150000095367432,0.0031546930386147426,-1.0,-0.4499998092651385,0.0,-0.4499998092651385,0.0,0.4099998474121094,1.2046399706465207,0.6988400073383698,0.3011599926616302,-0.017260247678405272,-0.004576598423999729,-0.007353172293469448,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.714660906377208,13.279785007658564
2016-01-13 00:00:00,13.3100004196167,13.529999732971191,13.289999961853027,13.489999771118164,7780900,0.0,0.0,0.0,13.40999984741211,0.005479637574039985,1.0,0.3199996948242205,0.1399993896484375,0.3199996948242205,0.1914049461493704,-0.4499998092651385,0.5056784765088328,0.3178245652765786,0.6821754347234215,0.04187101092478976,0.040708769943367085,0.02441809642067669,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.279785007658564,18.25020833869104
2016-01-14 00:00:00,13.199999809265137,13.220000267028809,13.100000381469728,13.1899995803833,6130700,0.0,0.0,0.0,13.160000324249268,0.0042214816465423,-1.0,-0.3000001907348633,0.0,-0.3000001907348633,0.0,0.3199996948242205,0.8789090439725991,0.7802727390068502,0.21972726099314976,-0.01826195995012437,-0.017719274775499165,-0.01134549562444927,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.714660906377208,13.279785007658564
2016-01-15 00:00:00,13.420000076293944,13.4399995803833,13.220000267028809,13.239999771118164,6320200,0.0,0.0,0.0,13.329999923706056,0.004368464975060673,1.0,0.05000019073486328,0.0,0.05000019073486328,0.0,-0.3000001907348633,0.027777954384301095,0.006944488596075274,0.9930555114039247,0.01701421573061571,0.0039005447150235488,0.009400386033949857,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.714660906377208,18.25020833869104
2016-01-19 00:00:00,13.449999809265137,13.470000267028809,13.350000381469728,13.359999656677246,4689300,0.0,0.0,0.0,13.410000324249268,0.0032705780947200214,1.0,0.1700000762939453,0.0,0.1700000762939453,0.0,-0.3000001907348633,0.32111099101887736,0.08027774775471934,0.9197222522452807,0.001654339698389409,0.006694318889416387,0.0072603801629665616,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.279785007658564,18.25020833869104
2016-01-20 00:00:00,13.420000076293944,13.539999961853027,13.380000114440918,13.479999542236328,5764500,0.0,0.0,0.0,13.460000038146973,0.004056594335107826,1.0,0.28999996185302734,0.0,0.28999996185302734,0.0,-0.3000001907348633,0.9344430104023046,0.23361075260057615,0.7663892473994238,0.006371697953477778,0.010992132498739818,0.0027593198401263514,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.279785007658564,18.25020833869104
2016-01-21 00:00:00,13.3100004196167,13.460000038146973,13.229999542236328,13.460000038146973,4268400,0.0,0.0,0.0,13.34499979019165,0.0029993022355735283,-1.0,-0.01999950408935547,0.12000083923340021,-0.01999950408935547,2.0,0.28999996185302734,0.004756007955386163,0.0,1.0,-0.004387925769758372,-0.0010993984130095813,-0.008347982119546977,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.714660906377208,18.25020833869104
2016-01-22 00:00:00,13.520000457763672,13.65999984741211,13.359999656677246,13.380000114440918,5563700,0.0,0.0,0.0,13.509999752044678,0.003886242352207825,1.0,-0.07999992370605469,0.11999988555908203,-0.09999942779541016,1.4400137330214793,0.28999996185302734,0.0760997559655189,0.0,1.0,0.01922509466397595,-0.007770261730592707,0.012745415534264259,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.279785007658564,18.25020833869104
2016-01-25 00:00:00,13.5600004196167,13.59000015258789,13.510000228881836,13.579999923706056,3474800,0.0,0.0,0.0,13.550000190734863,0.002463426671506754,1.0,0.11999988555908381,0.0,0.1999998092651385,0.0,-0.07999992370605469,2.0,0.5,0.5,-0.0032086751005437147,0.009266288064220928,0.006973027136037425,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.279785007658564,18.25020833869104
2016-01-26 00:00:00,13.670000076293944,13.869999885559082,13.65999984741211,13.81999969482422,7802400,0.0,0.0,0.0,13.764999866485596,0.005629195133304909,1.0,0.35999965667724787,0.0,0.43999958038330256,0.0,-0.07999992370605469,2.0,0.5,0.5,0.04579156407246559,0.039335861376946654,0.024792990213785913,6.123233995736766e-17,1.0,0.9876452246582726,0.1567064459737067,1.0,0.0,0.8817011058438142,0.4718083932634043,13.279785007658564,18.25020833869104
