Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Low_High_Avg,RV,Sd,Rs,G,Rf,Sf,R*,Ss,P↑,P↓,Y_High,Y_Close,Y_Low,cos_θ1,sin_θ1,cos_θ2,sin_θ2,cos_θ3,sin_θ3,cos_θ4,sin_θ4,E_Low,E_High
2015-12-23 00:00:00,15.478667259216309,15.563332557678224,15.208666801452637,15.313332557678224,23325000,0.0,0.0,15.38599967956543,0.0002403212047924435,-1.0,-0.2460002899169922,0.0,-0.19066715240478338,0.0,0.9873332977294922,0.06207885102289147,0.9844802872442772,0.015519712755722868,-0.010457756099380303,-0.0008623886978867351,-0.00519549752880307,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.761797820032244,17.51282944111881
2015-12-24 00:00:00,15.370667457580566,15.458666801452637,15.218667030334473,15.371333122253418,10620000,0.0,0.0,15.338666915893556,0.00010983399418567965,-1.0,-0.18799972534179865,0.0,0.058000564575193536,0.0,0.9873332977294922,0.03625658219266353,0.5,0.5,-0.003072328793882945,0.001721248937265996,0.0002992808307623595,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.761797820032244,17.51282944111881
2015-12-28 00:00:00,15.432666778564451,15.465332984924316,15.03600025177002,15.263333320617676,28519500,0.0,0.0,15.250666618347168,0.0002928815550108916,-1.0,-0.29599952697754084,0.0,-0.10799980163574219,0.0,0.9873332977294922,0.08987822075446385,0.9775304448113841,0.022469555188615962,0.001157787848234771,-0.018934645911845748,-0.032427582635592825,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.761797820032244,17.51282944111881
2015-12-29 00:00:00,15.337332725524902,15.847999572753906,15.303333282470703,15.812666893005373,36094500,0.0,0.0,15.575666427612305,0.0003840138414054595,1.0,0.5493335723876971,0.38933277130126953,0.5493335723876971,0.5023074725552795,-0.29599952697754084,2.0,1.0,0.0,0.030932881084887818,0.044744549968739465,0.02230363781619003,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.761797820032244,17.51282944111881
2015-12-30 00:00:00,15.773332595825195,16.242000579833984,15.711333274841309,15.87266731262207,55468500,0.0,0.0,15.976666927337646,0.0005923754632301296,1.0,0.6093339920043945,0.0,0.6093339920043945,0.0,-0.29599952697754084,2.0,0.5,0.5,0.03773662011825536,0.005820112542701711,0.040432298031897754,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.761797820032244,17.51282944111881
2015-12-31 00:00:00,15.900667190551758,16.229999542236328,15.891332626342772,16.000667572021484,40725000,0.0,0.0,16.06066608428955,0.0004384296546631766,1.0,0.7373342514038086,0.0,0.7373342514038086,0.0,-0.29599952697754084,2.0,0.5,0.5,-0.0005426932543509062,0.005896957678838519,0.008363573685593737,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.761797820032244,17.51282944111881
2016-01-04 00:00:00,15.381333351135254,15.425333023071287,14.600000381469728,14.894000053405762,102406500,0.0,0.0,15.012666702270508,0.0010262179347391065,-1.0,-1.1066675186157227,1.1113328933715803,-1.1066675186157227,1.0084491657702257,0.7373342514038086,2.0,0.0,1.0,-0.12783962172391536,-0.18014825594946854,-0.21298940998098084,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.761797820032244,17.51282944111881
2016-01-05 00:00:00,15.09066677093506,15.12600040435791,14.666666984558104,14.895333290100098,47802000,0.0,0.0,14.896333694458008,0.0004790678413947179,-1.0,-1.1053342819213867,0.0,0.0013332366943359375,0.0,0.7373342514038086,2.0,0.5,0.5,-0.009146868069873687,4.178255695247492e-05,0.0021265891567792063,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.761797820032244,17.51282944111881
2016-01-06 00:00:00,14.666666984558104,14.670000076293944,14.398667335510254,14.602666854858398,56686500,0.0,0.0,14.5343337059021,0.00055694530401457,-1.0,-1.398000717163086,0.0,-0.2926664352416992,0.0,0.7373342514038086,2.0,0.5,0.5,-0.036297001864208506,-0.023531191359003507,-0.021868675172905784,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.761797820032244,17.51282944111881
2016-01-07 00:00:00,14.279333114624023,14.562666893005373,14.244667053222656,14.376667022705078,53314500,0.0,0.0,14.403666973114014,0.0005157084895622186,-1.0,-1.6240005493164062,0.0,-0.5186662673950195,0.0,0.7373342514038086,2.0,0.5,0.5,-0.006906551651250019,-0.014669503370396124,-0.01011331738774074,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.761797820032244,17.51282944111881
