Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,G,Gd,S,P↑,P↓,Y,Yd,Ydd,ϴ1,ϴ2,ϴ3,ϴ4,W,Wd,Pd,λ,E_Low,E_High,Ö,Öd,Ödd,I,Im,Id,M,Mσ,R
2016-05-31 ,7.678462540654527,7.946538268621763,7.439108527316333,7.80292558670044,338000,0.0,0.0,0.008722312904451818,-1.0,0.01656416177264007,0.01656416177264007,0.9834358382273599,0.0074165584461257745,-0.00013335627866021513,1.1470012835921864e-05,0.41822568677567723,0.7853981650734501,0.4182237102020723,0.9827950337064628,-0.13119958261319392,-0.10791800217197504,-0.9668716764547198,8.543870065599226,7.381642271463379,7.381642271463379,0.05550259472558606,0.0,0.0,2.0,0.0,0.0,0.022323661438454726,0.022323661438454726,0.9955404249981893
2016-06-01 ,7.735907108168234,7.994409395314871,7.697610574486664,7.956112861633301,195600,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.009720597829308392,-0.00018355862626412772,1.0068209540807004e-05,1.3258254153072913,0.24497866442757124,0.38050651849390155,1.2120279285612343,0.3496659449073152,0.24043276376025455,-1.0,8.490215351633333,7.36454003215776,7.36454003215776,0.07726395185574322,0.0,0.0,3.0,0.334414498962808,0.0,0.02999933253846384,0.023347084251789274,1.2794483193011326
2016-06-02 ,7.898667134048976,8.2337624685968,7.898667134048976,8.17631721496582,184900,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.01364979437610808,-0.00021722286441238083,7.028670003869041e-06,-1.0636944810993654,1.0636944765144767,1.5337768988235116,0.3217505552571746,0.46785720498392247,0.05909563003830365,-1.0,8.410120841543565,7.338869291842792,7.338869291842792,0.10805704768962877,0.0,0.0,4.0,0.20084697563546317,0.0,0.04212546674196219,0.02585086858381233,1.6232777182741112
2016-06-03 ,8.176316788513686,8.1858911491297,7.9465376120970275,7.975259780883789,55300,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.01244816120021568,-0.0002246666308645802,6.865464713075188e-06,-0.7853981659864124,0.7853981649864125,-0.8721365585936851,0.8721365574210772,0.58788357275548,0.060013183885778754,-1.0,8.677770391273755,7.423998052751566,7.423998052751566,0.07162648935300629,0.0,0.0,3.0,0.14370109731377556,-0.06678376166367242,-0.03841703297422022,0.017281815042741323,2.210185350595089
2016-06-06 ,7.984834122569529,8.109298071098797,7.965685401382896,8.080574989318848,89800,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.006559310676920315,-2.3937583182126246e-05,6.492717105297342e-06,1.1071413566613786,0.7853981655086631,-1.107148390637232,1.107148387437233,-0.5448631547594207,-0.5663733637574504,-1.0,8.357504782532876,7.321912525108373,14.579331756088783,-0.2457751981462186,0.0,0.0,4.0,-0.1420539919894226,-0.028572939160843802,0.020243090566583955,0.017676651779253674,1.1387459695986593
2016-06-07 ,8.042279243469238,8.138021032606808,7.984834900435793,8.042279243469238,70200,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.0023752460511445674,-0.00017394744891528272,4.509538624162007e-06,0.46364433477525197,0.7853981672494873,-1.107155478302307,1.1071554735022746,0.3287476972059757,0.4368054259826982,-1.0,8.35187631333718,7.320094209218326,14.575811112365061,-0.2502807588027835,0.0,0.0,3.0,0.14326752434670434,-0.14287754465159908,-0.0073303923688846665,0.014342379226168562,0.5075612718715015
2016-06-08 ,8.023131280090517,8.185891770675871,7.975260386436939,8.109298706054688,74200,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.004149406503494269,-7.881717700360757e-05,5.079897231705982e-06,0.7853981733423778,0.6947230193082579,-0.8960183954356853,0.8960183929968052,-0.13863412258601185,-0.23369090989599378,-1.0,8.31773277467805,7.309045523722418,14.554418948426077,-0.2404922829693801,0.0,0.0,4.0,-0.14270634624770623,0.14266075816806345,0.012805737643036086,0.014137493681750898,0.8994376348310529
2016-06-09 ,8.099724420221545,8.24333618945975,7.927389566686608,8.233762741088867,113600,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.007615711134460279,-0.00012788631378639147,4.334980057616474e-06,0.7853985926814241,0.2449786678067672,0.8960367252047227,1.1902597938339297,0.2568967832745501,0.19776545293028097,-1.0,8.574959379621621,7.3915176021156,7.3915176021156,0.10791003563809581,0.0,0.0,5.0,0.14311778349571272,-0.1429869352972053,0.02350331274386354,0.01538626955669925,1.517687178168494
2016-06-10 ,8.118870388327002,8.214612154808496,7.812498196484066,7.936962127685547,249400,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.018354193507827268,-0.00018159432767092068,4.433433828772779e-06,-0.19739556338990608,0.19739556300529068,0.23554275276890368,1.1071456149299064,0.47697975401568793,0.1100414853705689,-1.0,8.560816505762654,7.38702830753705,14.705422604976569,-0.27244032205336166,0.0,0.0,4.0,0.11148105481684867,0.1429120648717095,-0.05664400113915636,0.005782233463918503,9.629675783290391
2016-06-13 ,7.889092221720892,8.032704889233422,7.81249916427205,7.841221332550049,284500,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.0060679225448725055,0.00020884058438503254,5.03063134289408e-06,0.5191282383695724,0.852008747877888,0.14189705568270627,0.7854144794679183,-0.7228004344382475,-0.5998900942269677,-1.0,8.993041884528518,7.521955968832797,7.521955968832797,0.04156839806311434,0.0,0.0,3.0,-0.11018146196659503,-0.015818364339432026,-0.018726587545102,0.002514390662715769,7.162888015232296
