Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,G,Gd,S,P↑,P↓,Y,ϴ1,ϴ2,ϴ3,ϴ4,W,Wd,Yd,Pd,λ,E_Low,E_High,Ö,Öd,Ödd,I,Im,Id,W_0,W_1,W_2,W_3,W_4,W_5,W_6,W_7,W_8,W_9,W_10,W_11,W_12,W_13,Ds
2016-06-01 ,60.81999969482422,62.81999969482422,60.119998931884766,62.34000015258789,5988200,0.0,0.0,0.0,1.59000244140625,1.0,0.44915311587409346,0.5508468841259065,0.44915311587409346,0.0033800256664722273,-0.4636476097611663,0.46364760896116625,0.9704268449644008,1.0682988263023687,0.017574594466932717,-0.2572642571614944,0.7865160533250518,0.10169376825181309,7.318719465097303,61.02306485249798,61.02306485249798,0.021351371743974522,-0.0015005769956900998,0.00042652881431592786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-02 ,61.720001220703125,64.12000274658203,60.970001220703125,64.06999969482422,5936900,0.0,0.0,0.0,1.5800024414062501,1.0,0.38916303127393,0.61083696872607,0.38916303127393,0.013685622532430887,1.223730522300703,0.785398163429364,1.2426762764533186,1.4438284630281115,0.14614290660175094,0.06428415606740912,0.6038795680050101,0.22167393745213998,7.324317911346807,61.03923488958817,61.03923488958817,0.048459378564368674,0.013554003410197076,0.007527290202943588,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03 ,62.93000030517578,64.7699966430664,61.130001068115234,64.37999725341797,6367900,0.0,0.0,0.0,1.57000244140625,1.0,0.3333341864441235,0.6666658135558765,0.3333341864441235,0.002413371474961271,-0.7853981642820628,0.7853981632820628,-0.9917219003582357,0.9917218989571998,0.5544387690514199,0.20414793122483446,-0.7001835240208317,0.333331627111753,8.037206491120179,63.03319561724382,63.03319561724382,0.02114148102839605,-0.013658948767986312,-0.013606476089091695,3.0,0.33530761020266014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-06 ,64.70999908447266,65.48999786376953,63.599998474121094,65.19000244140625,6102900,0.0,0.0,0.0,1.56000244140625,1.0,0.2905033057164351,0.7094966942835649,0.2905033057164351,0.006251487149001186,-0.7853981646666862,0.7853981636666862,-1.3294388795007144,1.3294388776149764,0.1098280005542184,-0.22230538424860075,0.4429518584958608,0.41899338856712975,8.437546021660982,64.10070838039067,64.10070838039067,0.016850705345370236,-0.0021453878415129066,0.005756780463236703,4.0,0.2002128365221312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-07 ,65.7699966430664,66.5,65.01000213623047,65.1500015258789,6625400,0.0,0.0,0.0,1.5500024414062499,1.0,0.2802898342779252,0.7197375874932077,0.2802624125067923,-0.0003068966879683679,-1.287156953589002,1.2871569517456356,-0.7853981640998777,0.7853981630998776,0.30413038526156616,0.09715119235367388,-0.9999998475234337,0.4394751749864154,8.676492621672086,64.72157610355487,64.72157610355487,0.006597701887426004,-0.005126501728972116,-0.0014905569437296045,3.0,0.14324846460537885,-0.06754738684026447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-08 ,65.19000244140625,65.66999816894531,64.0199966430664,64.72000122070312,6429400,0.0,0.0,0.0,1.54000244140625,1.0,0.2867789101897901,0.7135226359237528,0.2864773640762473,-0.0033110055908357034,-0.9492065882952665,0.9492065869734789,-0.7853981642520573,0.7853981632520574,-0.017035316991699873,-0.160582851126633,-0.8303452777378753,0.42704527184750546,8.619360059989582,64.5741905882122,64.5741905882122,0.0022554871532151606,-0.002171107367105422,0.001477697180933347,2.0,-0.1428377243259643,-0.028482185958376177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-09 ,63.45000076293945,64.23999786376953,62.66999816894531,63.4900016784668,6110400,0.0,0.0,0.0,1.5300024414062499,1.0,0.3994782532479691,0.6015582573859006,0.39844174261409937,-0.009593631654494656,0.5377590425851723,1.3909435043769178,0.4636476090048443,1.1695710896545575,-0.20446888297972257,-0.09371678299401134,-0.4868502273539026,0.20311651477180126,8.578587799459363,64.46860441975656,64.46860441975656,-0.015295912497802449,-0.008775699825508805,-0.0033022962292016916,1.0,-0.19970526695998078,-0.1430430944656716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-10 ,60.58000183105469,61.04999923706055,57.459999084472656,57.75,8496400,0.0,0.0,0.0,1.52000244140625,1.0,0.1681418459588266,0.8350243654752573,0.16497563452474281,-0.04734412404323043,0.2121433214872872,1.4930343919677027,0.2243087040235985,0.6747409420525048,-0.5221507175426717,-0.1588409172814746,-0.6630133426075788,0.6700487309505144,8.410696938725206,64.03020309601953,64.03020309601953,-0.10323154601225995,-0.04396781675722875,-0.017596058465859973,0.0,-0.33189558886431436,-0.028433771317008236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-13 ,55.2400016784668,56.70000076293945,49.0099983215332,49.06999969482422,11212100,0.0,0.0,0.0,1.51000244140625,1.0,0.09063640187492601,0.9127232287867405,0.08727677121325943,-0.08125819443899845,0.13527127481369214,1.4312108085243938,0.08314123182156717,1.4637222525510232,-0.9935423644483085,-0.23569582345281836,-0.2637127427585355,0.8254464575734811,8.651910927173585,64.65824332387247,64.65824332387247,-0.275867760150044,-0.08631810706889202,-0.021175145155831635,-1.0,-0.9774490432250221,-0.06609516095216679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-14 ,48.130001068115234,50.849998474121094,47.40999984741211,50.119998931884766,15156100,0.0,0.0,0.0,1.50000244140625,1.0,0.0891267152823409,0.910873284717659,0.0891267152823409,0.010585736985561492,0.06466071965404659,1.4227742989254617,0.033320995848891255,1.5341266724639242,-0.9839480839096719,0.004797140269318267,0.9999999891119644,0.8217465694353181,9.061069366638916,54.2193840271806,54.2193840271806,-0.07861837466922247,0.09862469274041076,0.09247139990465139,0.0,-0.9593884293086954,-0.3227767271803539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
