Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,G,Gd,S,P↑,P↓,Y,ϴ1,ϴ2,ϴ3,ϴ4,W,Yd,Pd,Wd,E_Low,E_High,Ö,Öd,I,Im,Id
2016-03-23 ,2200.0,4400.0,2200.0,2200.0,1,0.0,0.0,109.88,-1.0,0.03329696969696969,0.03329696969696634,0.9667030303030303,0.0,-0.7853981638976756,0.7853981628976755,-1.1479424014937267,1.1479423998305252,0.008124623472709981,-0.999999997,-0.9334060606060639,0.9999998769173882,2190.610410965658,4405.715103020139,-0.9915222164726408,-0.9913757064964672,1.0,0.0,0.0
2016-03-24 ,2200.0,2530.0,1100.0,1980.0,2,0.0,0.0,109.99,-1.0,0.03333030303030303,0.032488253922483806,0.966669696969697,-0.005847953216374269,0.46364760860102006,1.3961241268169498,0.7044940634035847,-0.7044940650813785,0.0,-0.9999998290000292,-0.9341814430472132,-0.9999998769173882,1093.325877241691,2541.8793518283933,0.22422007653004417,0.6078711465013424,0.0,0.0,0.0
2016-03-28 ,1650.0,1650.0,440.0,440.0,1,0.0,0.0,109.98,-1.0,0.027772727272727275,0.013156999074005289,0.9722272727272727,-0.0707070707070707,0.24497866289183742,1.0121970107327438,0.3217505539969831,-0.3217505547969831,-0.016977356175730207,-0.8472222111553821,-0.9590702736532675,-0.9999999410980173,431.5149794965316,1657.122993250337,-0.9861537777025894,-0.6051869271163168,-1.0,-0.9747362290844458,0.0
2016-03-29 ,440.0,440.0,440.0,440.0,0,0.0,0.0,109.97,-1.0,0.02777020202020202,0.02777020202018805,0.972229797979798,0.0,0.4636476086011367,-0.46364760940113675,1.0714496043444133,1.5707963247948966,-0.018412623242877325,0.9999999858571431,-0.9444595959596099,-0.04055574629231713,431.5149794965316,440.7618387404023,0.8352221612273635,0.9106879694649764,-2.0,-0.47373810039078273,0.0
2016-03-30 ,550.0,660.0,440.0,440.0,4,0.0,0.0,109.96,-1.0,0.052612440191387555,0.05261244019136108,0.9473875598086124,0.0,0.5880026030864952,0.9827937211708722,0.9827937225554876,1.5707963237948965,0.0,0.0,-0.8947751196172513,0.9999999456894364,431.5149794965316,665.8090247552675,-0.9275694736965084,-0.881395817461936,-3.0,-0.3333333332222222,0.25049906434683156
2016-03-31 ,550.0,550.0,550.0,550.0,3,0.0,0.0,109.95,-1.0,0.09086776859504132,0.09086776859504132,0.9091322314049587,0.0022675736961451243,0.8960553821332065,1.1902899479590208,0.7853981628983574,0.8960553821332065,0.0,0.9999995590001945,-0.8182644628099174,0.0,545.5447556443469,555.3378708833111,-0.0901272481769755,0.4187211127597665,-2.0,-0.19999999996,0.07020238358428027
2016-04-01 ,550.0,550.0,550.0,550.0,0,0.0,0.0,109.94,-1.0,0.49972727272727274,0.49972727272707157,0.5002727272727272,0.0,1.1071487157948179,1.2490457708987999,0.7853981628983574,1.1071487157948179,0.08668765409755591,-0.9999995590001945,-0.0005454545456556326,0.9999999884643321,545.5447556443469,555.3378708833111,-0.0901272481769755,0.0,-1.0,0.20798666688148043,0.0666666666311111
2016-04-04 ,550.0,770.0,550.0,550.0,2,0.0,0.0,109.93,-1.0,0.33312121212121215,0.33312121212107804,0.6668787878787878,0.0,0.6947382757054588,0.5880026017019381,1.0121970107327438,1.325817661785947,0.0,0.0,-0.3337575757577098,-0.9999999884643321,545.5447556443469,770.358856434913,-0.9603650808337525,-0.4351189163283885,0.0,0.3333333332222222,0.20399333342074022
2016-04-05 ,550.0,550.0,550.0,550.0,0,0.0,0.0,109.92,-1.0,0.49963636363636366,0.49963636363616254,0.5003636363636363,0.0,0.34302393962942407,1.2977876224104385,0.7853981628983574,1.2341215058497164,0.0,0.0,-0.0007272727274738044,0.0,545.5447556443469,555.3378708833111,-0.0901272481769755,0.4351189163283885,1.0,0.9999999989999999,0.06267333317037088
2016-04-06 ,440.0,440.0,440.0,440.0,1,0.0,0.0,109.91,-1.0,0.33306060606060606,0.31381595959394526,0.6669393939393939,-0.1111111111111111,0.7853981629019937,-0.7853981639019938,0.7853981629019937,-0.7853981639019938,0.0,-0.999999991,-0.3531234343454487,0.0,431.5149794965316,440.7618387404023,0.8352221612273635,0.4626747047021695,0.0,0.9999999989999999,0.3333333328888889
