Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Low_High_Avg,RV,Sd,Rs,G,Rf,Sf,R*,Ss,P↑,P↓,Y_High,Y_Close,Y_Low,cos_θ1,sin_θ1,cos_θ2,sin_θ2,cos_θ3,sin_θ3,cos_θ4,sin_θ4,E_Low,E_High
2017-07-21 00:00:00,1442.0999755859375,1444.5,1432.300048828125,1435.4000244140625,8294,0.0,0.0,1438.4000244140625,0,-1.0,-6.5,0.0,-6.7999267578125,0.0,15.0999755859375,0.18529948959287673,0.9536751276017809,0.04632487239821918,-0.0006401731415952769,-0.004179491975390303,-0.003995587229718044,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1430.5484820006602,1445.5648131008961
2017-07-24 00:00:00,1434.9000244140625,1438.0,1427.9000244140625,1436.4000244140625,7007,0.0,0.0,1432.9500122070312,0,-1.0,-5.5,0.0,1.0,0.0,15.0999755859375,0.13267004876176383,0.5,0.5,-0.003810150432155995,0.0005883610083171628,-0.002599302083626705,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1415.5712442732624,1445.5648131008961
2017-07-25 00:00:00,1435.5,1452.300048828125,1435.5,1450.0999755859375,10881,0.0,0.0,1443.9000244140625,0,1.0,13.699951171875,7.800048828125,14.699951171875,0.28155474989821033,-5.5,2.0,0.7815547498982103,0.21844525010178972,0.015366015913809157,0.014740565534405897,0.008243219441880315,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1430.5484820006602,1460.6200340116038
2017-07-26 00:00:00,1450.699951171875,1452.199951171875,1439.800048828125,1441.300048828125,10838,0.0,0.0,1446.0,0,1.0,4.9000244140625,0.0,-8.7999267578125,0.0,-5.5,0.7937269176333404,0.5,0.5,-6.865352801632852e-05,-0.006062911224889381,0.002979206092571121,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1430.5484820006602,1460.6200340116038
2017-07-27 00:00:00,1443.0999755859375,1447.0,1424.699951171875,1431.199951171875,23019,0.0,0.0,1435.8499755859375,0,-1.0,-10.10009765625,10.800048828125,-18.9000244140625,0.32653272122409105,4.9000244140625,2.0,0.17346727877590895,0.826532721224091,-0.007618832027918246,-0.014935949531872671,-0.02239227563157119,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1415.5712442732624,1460.6200340116038
2017-07-28 00:00:00,1431.699951171875,1432.9000244140625,1424.0999755859375,1430.0,12890,0.0,0.0,1428.5,0,-1.0,-11.300048828125,0.0,-20.0999755859375,0.0,4.9000244140625,2.0,0.5,0.5,-0.005483241944435217,-0.00046969055314667537,-0.0002358674919755793,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1415.5712442732624,1445.5648131008961
2017-07-31 00:00:00,1429.4000244140625,1433.4000244140625,1419.0999755859375,1424.699951171875,11694,0.0,0.0,1426.25,0,-1.0,-16.60009765625,0.0,-25.4000244140625,0.0,4.9000244140625,2.0,0.5,0.5,0.00031651079084988346,-0.003368678547492891,-0.0031908234061896515,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1415.5712442732624,1445.5648131008961
2017-08-01 00:00:00,1428.9000244140625,1432.0999755859375,1419.0999755859375,1428.0,9124,0.0,0.0,1425.5999755859375,0,-1.0,-13.300048828125,0.0,3.300048828125,0.0,4.9000244140625,2.0,0.5,0.5,-0.0007079644234447617,0.0018051631271943532,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1415.5712442732624,1445.5648131008961
2017-08-02 00:00:00,1427.4000244140625,1429.300048828125,1406.300048828125,1411.9000244140625,18192,0.0,0.0,1417.800048828125,0,-1.0,-29.4000244140625,0.0,-16.0999755859375,0.0,4.9000244140625,2.0,0.5,0.5,-0.0039020538705163907,-0.022607228942650427,-0.01806561315950841,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1400.6333061681134,1430.5484820006602
2017-08-03 00:00:00,1411.199951171875,1414.300048828125,1400.5,1405.0,14721,0.0,0.0,1407.4000244140625,0,-1.0,-36.300048828125,0.0,-23.0,0.0,4.9000244140625,2.0,0.5,0.5,-0.008537084883693655,-0.003964295822766522,-0.0033443139109033066,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1385.734876680339,1415.5712442732624
2017-08-04 00:00:00,1405.5,1412.0999755859375,1403.199951171875,1411.199951171875,12151,0.0,0.0,1407.6499633789062,0,-1.0,-30.10009765625,0.0,6.199951171875,0.0,4.9000244140625,2.0,0.5,0.5,-0.0012850150517765874,0.0036343729078322225,0.0015897509012017803,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1400.6333061681134,1415.5712442732624
