Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,G,Gd,S,P↑,P↓,Y,Yd,Ydd,ϴ1,ϴ2,ϴ3,ϴ4,W,Wd,Pd,λ,E_Low,E_High,Ö,Öd,Ödd,I,Im,Id,M,Mσ,R
2016-05-27 ,42.21221160888672,42.54204823529598,41.6669749824281,41.72755711512363,5768000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0065003752201783635,-0.001355613538815875,3.3971730420476914e-06,0.7792757892127509,0.12435499468489337,0.8621534841687418,0.6720093646270516,0.36323314909924675,0.03884848282523348,1.0,8.484645860276855,42.34778550347055,42.34778550347055,-0.003206575576612964,0.0,0.0,2.0,0.0,0.0,0.020061206242579982,0.020061206242579982,0.9950399793148883
2016-05-31 ,42.360294342041016,42.737250052982006,42.16508499702867,42.21220413992121,7147900,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0017509559577224808,-0.0015031955659820285,1.0421407036705586e-05,1.021855564966938,0.08314123192504504,1.092099786562694,0.08562367595743613,0.463939980200293,0.05035341555052311,1.0,8.356931101648733,42.12481254871123,42.12481254871123,0.005574530513202937,0.0,0.0,3.0,0.33428237894261487,0.0,0.005403732461551814,0.01810687640510956,0.2967962401302024
2016-06-01 ,42.29298400878906,42.521846960601806,42.15835677940447,42.36029633958095,5284400,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.0007951296696744304,-0.000938093471439205,1.531254156876825e-05,1.1400760717151208,0.193825671803398,1.5707715290710569,0.07677189134682894,0.13921784922209807,-0.16236106548909746,1.0,9.107743701753407,33.14831677882527,43.40405820924086,0.10884876796900066,0.0,0.0,2.0,0.200154585297256,0.0,-0.002453898390883281,0.01536543976564385,0.15866981011006004
2016-06-02 ,43.81425857543945,43.85465007905452,42.29298051010424,42.319903899513264,11628000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.01766720801867866,-0.0004576456080504114,1.388125317969245e-05,0.8058057371787695,0.7853981636402384,1.540819386274911,0.740091975294729,-0.059822747343514455,-0.09952029828280626,1.0,9.24021650717091,33.315912023528526,43.62224286326897,0.13915815311552365,0.0,0.0,3.0,-0.19992950878017335,-0.06706389682267944,0.05452385312975063,0.020586561547524754,2.6357136735599576
2016-06-03 ,43.753684997558594,44.0027462840537,42.91226797837477,43.59213436784384,10621600,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.0006917323327384554,-0.003213860038810204,1.1307761477657937e-05,-0.06241881010492534,0.06241880998041172,1.3281986070688032,0.5541017616890733,0.8541204307684837,0.45697158905599905,1.0,9.48985217141618,33.62733428265993,44.02768449949073,0.12849689487842883,0.0,0.0,2.0,0.20151893860246825,-0.20004204703871467,-0.0021347975342485464,0.017557047003288313,0.12090342931357537
2016-06-06 ,42.28624725341797,42.40068128635022,41.64676989990402,41.82178605196498,16403400,0.0,0.0,0.636210610200221,-1.0,0.2700411661510958,0.26850851959831123,0.7314914804016888,-0.017055310316378934,-0.0012298254532311615,3.8376242084687725e-05,-1.3360649735394885,1.3360649716476771,-0.7853981647048277,0.7853981637048277,-0.04461836268912733,-0.4493693967288055,-0.46298296080337753,9.015333377480687,43.25057601223978,43.25057601223978,-0.02254864233599454,0.0,0.0,1.0,-0.19993868564922154,0.2007242236913208,-0.03783225353777687,0.01017180693114629,3.683115715800837
2016-06-07 ,42.4747200012207,42.8045565241414,41.93621375055458,42.13142306885866,10980100,0.0,0.0,0.626210610200221,-1.0,0.26579664143205484,0.26579664143205484,0.7342033585679452,0.0022235794836616843,0.0023291920283493605,3.275176073506626e-05,0.16514867735368538,1.2389958371130056,0.20794275725175562,1.1837895746665383,-0.7674272610661309,-0.3614044491885018,-0.4684067171358903,8.951325018644933,43.143637642787596,43.143637642787596,-0.015625883761906243,0.0,0.0,2.0,-0.3307470176752516,-0.2007288121258449,0.004944008568531915,0.009474767149464373,0.5163580995082988
2016-06-08 ,41.55253982543945,41.93622579976813,41.31021130106322,41.87564366867407,13173000,0.0,0.0,0.6162106102002209,-1.0,0.22885890586120552,0.22798520312935608,0.7720147968706439,-0.010974773873188482,4.0257638032506315e-05,-3.90437594956212e-06,0.7853981633147444,0.9776360818712145,0.8872116903438921,1.1207313189909633,0.15121402261961167,0.4593206418428713,-0.5440295937412878,8.968084274806301,43.17168736053907,43.17168736053907,-0.03822624881928143,0.0,0.0,1.0,0.333660266022551,-0.06540416601301503,-0.02527863962491092,0.004840979579547668,5.116119024160206
2016-06-09 ,40.89287185668945,41.848720468367056,40.73805141540933,41.397722126525125,11503700,0.0,0.0,0.6062106102002209,-1.0,0.2933506467700775,0.2926060473598792,0.7073939526401208,-0.008001269631515363,0.002115500781896705,4.839696636383875e-06,0.12435499456542419,1.4703484379389036,0.17168118316235026,1.2213920946647547,-0.6832521416123644,-0.41723308211598803,-0.4147879052802416,8.984586808819225,43.1992725884118,43.1992725884118,-0.054867891249780476,0.0,0.0,0.0,-0.33168498487627435,0.3322036418489013,-0.017399000331403375,0.001875648924754196,8.80672679917972
2016-06-10 ,41.06114959716797,41.0678798033351,40.19953941092368,40.381285791047254,11052300,0.0,0.0,0.5962106102002209,-1.0,0.22887013186020147,0.22887013186020147,0.7711298681397986,0.0020533188914135356,0.002123370791636444,-1.4919468908484338e-05,0.6102733103412602,1.5707759990407366,0.10654885890832888,0.7853981636402335,-0.4476238117003477,0.11781416495600833,-0.5422597362795971,8.064241681049497,41.60491847993954,41.60491847993954,-0.013155983787628162,0.0,0.0,1.0,-0.9964118183991015,-0.3326726254494127,0.004725347632961849,0.0022556087525152165,2.0059985037482684
2016-06-13 ,40.34090042114258,41.323674947786195,40.28704849583552,40.69766043899787,11673600,0.0,0.0,0.5862106102002209,-1.0,0.3375454624195392,0.3366558069325829,0.6633441930674172,-0.008848047142097503,0.0005580511439484185,-2.403482741765629e-05,0.08314123191166917,1.4848002933730315,0.12025008290732915,1.4000581866848953,0.18054194496059237,0.31408287833047005,-0.3266883861348343,8.083814861551792,41.640082914831034,41.640082914831034,-0.03169738189640791,0.0,0.0,0.0,1.0009059497193653,-0.33236341676141357,-0.018648833204270618,-0.0005316501750562281,43.2035807742725
2016-06-14 ,40.320709228515625,40.64381309294491,39.82258916597802,40.024528760271174,11560200,0.0,0.0,0.36695024494565387,-1.0,0.18110881783079855,0.18109237595487357,0.8189076240451265,-0.0002503197334475544,0.0019888686496416386,-1.5568967548704395e-05,0.7853981638497467,0.7983771440013366,0.8611127042141481,1.249040635115081,-0.4385464332856713,-0.3095441891231318,-0.6378152480902529,8.124689081233749,41.71332941547869,41.71332941547869,-0.033955514377427824,0.0,0.0,-1.0,-0.9960267054275539,0.9986588840592334,-0.0006059709439085648,-0.0005415596109032063,1.3723423269375938
2016-06-15 ,40.65726852416992,41.2428940091995,40.39474427576281,40.583223420860286,7739300,0.0,0.0,0.35695024494565386,-1.0,0.23779470119001472,0.23779470119001472,0.7622052988099852,0.004156183014129854,0.001053168353818308,-2.712848447402412e-05,0.06656816380707738,1.0797967115406015,0.09727669739070605,1.5410873867151678,-0.015152154909549291,0.211697139188061,-0.5244105976199704,8.200182076124424,41.84795553530896,41.84795553530896,-0.02886531604696252,0.0,0.0,0.0,-0.9998891384996347,-0.9984663275734595,0.009481778411810318,0.0007948854587919303,10.595521827576064
2016-06-16 ,40.99385452270508,41.02077792650928,40.3274508483627,40.34091383416581,7011200,0.0,0.0,0.34695024494565385,-1.0,0.23113285672969733,0.23113285672969733,0.7688671432703027,0.004122245793752598,-8.345617489639418e-05,-2.559733258901342e-05,1.3073800711500272,0.24497866328432852,1.050423957710246,0.25602066425775927,0.23438947065157326,0.12477081278056128,-0.5377342865406054,8.323937234973853,42.06683301000829,42.06683301000829,-0.025837449930698836,0.0,0.0,1.0,1.0018274428548555,-0.0019312165360403921,0.009465473474976374,0.0019509638609498563,4.615134208455853
2016-06-17 ,40.39474105834961,41.04095118352668,40.098563236502194,40.9803690645351,12574700,0.0,0.0,0.3369502449456539,-1.0,0.2372379750402009,0.23664076243775445,0.7633592375622456,-0.007361147591726328,-0.00054468109400732,-1.5101589390265671e-05,0.8491929558470311,0.9294301307477334,1.3102733179525705,0.7853981638878186,0.22661422317575336,-0.003887623737909948,-0.5267184751244911,8.549200176678172,42.45962029877658,42.45962029877658,-0.04985390900117387,0.0004647001133702403,0.0,0.0,1.0018126220966213,1.000858290677245,-0.01681216931026585,-0.0005507872285455709,37.295132261197764
2016-06-20 ,40.462059020996094,41.18231173044241,40.42840285629128,40.81881898890854,7076500,0.0,0.0,0.3269502449456539,-1.0,0.28571305844987244,0.28571305844987244,0.7142869415501276,0.0008325578378123359,0.0014206239177417398,-6.405626432251783e-06,0.7388939527055794,1.3549184435665764,0.3821485974694356,0.7853981647092128,-0.37871105511101716,-0.30266263914338526,-0.4285738831002552,8.358988284443239,42.12842243433573,42.12842243433573,-0.04035790937301779,0.0007389542846916831,-4.647075269843797e-06,1.0,-0.9967022637338576,-7.410379117112065e-06,0.0018203912388196658,-0.00023463009956353935,13.521428304080867
2016-06-21 ,40.37455368041992,40.65727113230184,40.21973325802306,40.52264389653907,6366500,0.0,0.0,0.3169502449456539,-1.0,0.2924573798421712,0.2923580288128802,0.7076419711871198,-0.0010824963794486041,0.0004761096955323941,-2.1794971902566543e-05,1.1659075789617726,0.32174904811026717,0.8169614611409973,0.14189705488861262,0.044247818951896146,0.21147943703145666,-0.4152839423742396,8.311990128668967,42.04579998679473,42.04579998679473,-0.04055977289570758,0.0008028051688080753,-9.689809563052593e-06,0.0,1.0003680680829905,-0.9992574429152394,-0.0023543794023430844,-0.0005172633399341454,5.64243051573777
2016-06-22 ,40.65053939819336,41.182315580770336,40.33416577122713,40.38801769403032,6718600,0.0,0.0,0.30695024494565387,-1.0,0.28322914046653114,0.28322914046653114,0.7167708595334689,0.0034061758806702863,0.0005705491458607436,-1.914158037713622e-05,0.19739556002384512,1.5451695587508216,0.4662256597242638,1.0474936876778456,-0.061124281430133785,-0.052686050191014966,-0.4335417190669377,8.735531308226872,42.77923291939582,42.77923291939582,-0.05104066743655546,0.0009409501721817018,-1.3211725728295907e-05,1.0,-0.9995199382524762,0.9985351659084241,0.007462662130729484,0.0005467267228210051,11.53912752851397
2016-06-23 ,41.26981735229492,41.2765475577143,40.80535357653845,40.9669067524104,5328200,0.0,0.0,0.29695024494565386,-1.0,0.28098621019076975,0.28098621019076975,0.7190137898092303,0.007559512417502642,-0.00011745136436969712,-1.9524202669381726e-05,1.455926530915944,0.19739556002384243,1.1490156532389997,0.7424808415548725,0.20032491125067808,0.13072459634040592,-0.4380275796184605,8.671224267500575,42.66945640281629,42.66945640281629,-0.03335193947771812,0.001191462118846778,-1.695031618982954e-05,2.0,1.0014995175522934,-0.9999440031677334,0.01659279434678495,0.0026862024060161976,5.955344202903717
2016-06-24 ,40.29377365112305,40.79189102701709,39.83604264377138,39.88989199109477,9878500,0.0,0.0,0.4881231274557487,-1.0,0.3388555795479149,0.3376434810471282,0.6623565189528717,-0.011966659255242616,-0.0012467369844287412,-1.4840684636990497e-05,1.4431409820347723,0.45323809187355796,0.7853981638878264,0.09709891931497014,0.4606872111333498,0.13018114994133587,-0.3247130379057435,8.949564554866546,32.94600785306757,43.14068910810556,0.0665286018030127,0.0011933805492797685,-2.1932216831022104e-05,1.0,0.33443507725553046,1.0005097279023847,-0.025206191233295063,-0.001032783412558637,27.0225551761841
2016-06-27 ,39.49948501586914,40.17261870384537,39.26388925219795,39.97067911101275,7945500,0.0,0.0,0.4781231274557487,-1.0,0.23755802271319212,0.23674608930011565,0.7632539106998844,-0.00995433259053596,0.001797449902033754,-9.739978673729561e-07,0.24497814618921843,1.2161066972371979,0.12435499455065813,1.5569177925618587,-0.7666298382807667,-0.6136585247070583,-0.5265078213997687,8.749563209235127,32.68668676582308,42.803113198294284,0.054498283909668314,-0.00012082427618154583,-2.509587720968038e-05,0.0,-0.3315331769721376,-0.33353222014838146,-0.022732448112149143,-0.003926072039170705,5.941458466912809
