Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,G,Gd,S,P↑,P↓,Y,ϴ1,ϴ2,ϴ3,ϴ4,W,Wd,Yd,Pd,λ,E_Low,E_High,Ö,Öd,Ödd,I,Im,Id
2016-05-26 ,146.82586924060223,147.72086544940944,146.41729175946946,147.08853149414062,914300,0.0,0.0,0.2761358774322946,1.0,0.07131956215137582,0.9286804378486242,0.07131956215137582,0.00013223259511162708,-1.240794271264617,1.2407942694746272,-0.7853981641814148,0.7853981631814149,0.17400159576421023,-0.22629952476702553,-0.8464578485253736,0.8573608756972484,9.598832814225505,132.88407427115712,147.30937435442968,0.05002861615857602,-0.0016654998112250047,-0.0024903952637415055,1.0,0.0,0.0
2016-05-27 ,147.39982706486697,148.0321461331976,146.26164383555133,147.9932403564453,1847600,0.0,0.0,0.2661358774322946,1.0,0.08094033705884154,0.9190596629411585,0.08094033705884154,0.003065959840998871,-1.375631885558886,1.3756318817093183,1.4664961825405411,0.7853981631962776,0.01590525652293048,-0.07904816962063987,0.917307631478074,0.838119325882317,9.595179434926065,132.86682003731104,147.29026900192082,0.056290333317944787,0.003130858579684384,0.0023981791954546944,2.0,0.0,0.0
2016-05-31 ,147.8667927960662,147.983524987709,146.42704133828278,147.64305114746094,2177300,0.0,0.0,0.2561358774322946,1.0,0.14466848067511828,0.8553315193248817,0.14459247243173712,-0.0011845271336714354,-1.0191573461284236,1.0191573417764064,1.2722937754682806,0.7853981632269272,0.35324147109343024,0.1686681072852499,-0.9999997647328951,0.7107390468931446,9.639413489476068,147.52126229262691,147.52126229262691,0.0008252275508927127,-0.027732552883526038,-0.01543170573160521,1.0,0.3337834990656864,0.0
2016-06-01 ,147.17610553994828,149.27737423615375,146.53406358600026,148.89797973632812,1730000,0.0,0.0,0.2461358774322946,1.0,0.08161733468718772,0.9183826653128123,0.08161733468718772,0.004231888535381059,1.0638681160064636,0.5880026048432029,1.2827393465707493,0.48685104191401596,-0.14791097231667302,-0.2505762217050516,0.9999998153760943,0.8367653306256246,9.690202138908619,147.78560491538022,147.78560491538022,0.007498763605589073,0.00333676802734818,0.015534660455437109,2.0,-0.33315820121746226,0.0
2016-06-02 ,148.4310090789501,149.5205490148043,148.16834682874656,149.3746337890625,809600,0.0,0.0,0.23613587743229458,1.0,0.07245865235220617,0.9275413476477938,0.07245865235220617,0.0015980483327001779,-0.7853981642838921,0.7853981632838921,-1.4882680393481509,1.4882680373617418,0.4553094706443093,0.30161022148049116,-0.4517784343982618,0.8550826952955877,9.662171036782631,147.63982558052132,147.63982558052132,0.01168177428395801,0.0020915053391844687,-0.0006226313440818557,3.0,0.3339534996485816,-0.3334708501415743
2016-06-03 ,148.55742057321882,149.11191305743495,147.1760210399268,148.7130584716797,831700,0.0,0.0,0.22613587743229457,1.0,0.07310015072811217,0.9268998492718878,0.07302806907015356,-0.002219398299759796,-1.42308411223595,1.4230841102792715,-0.7853981642033928,0.7853981632033928,0.18765645503788903,-0.13382650780321015,-0.9999997380448676,0.8538717802017343,9.782669527516445,148.26448806914038,148.26448806914038,0.0030209067917585253,-0.004330433746099743,-0.003210969542642106,2.0,0.20014112094848768,0.33355585043302194
2016-06-06 ,148.6450044329954,149.715083888002,147.89593842378457,149.02439880371094,1015000,0.0,0.0,0.21613587743229457,1.0,0.06794545677570349,0.9320545432242965,0.06794545677570349,0.0010456874821204558,0.7439997623823695,0.7853981633405582,0.3623062798084323,0.8643471805056804,-0.25068202532296435,-0.2191692401804267,0.9999996937294269,0.864109086448593,9.981475007464306,149.28385653069867,149.28385653069867,-0.001739528073888275,-0.0023802174328234,0.0009751081566381713,3.0,-0.19980278652851696,-0.06690618935004697
2016-06-07 ,149.03413622527785,149.43299094361257,148.38235684949225,148.5380096435547,1415600,0.0,0.0,0.2061358774322946,1.0,0.08118581136680483,0.9188141886331952,0.08112690731430712,-0.0016345786508931571,-0.5380465390116569,0.5380465379611978,1.209058296558597,0.46364760915642544,0.13595573127200455,0.19331887829748445,-0.9999996269028607,0.837687281318888,10.339787922635502,136.29570990605254,151.08707901665022,0.034499274858570135,0.018119401466229205,0.010249809449526302,2.0,0.2000924262842315,-0.19997195373850232
2016-06-08 ,148.80062649706989,150.10418485108391,147.8570021311691,149.9485321044922,1395000,0.0,0.0,0.028936292615460386,-1.0,0.009882060732123384,0.009882060732123384,0.9901179392678766,0.004725581437196338,0.7115112657883554,0.9873635700452508,-0.4636476102231435,0.4636476094231435,-0.22452328061554935,-0.18023950594377697,0.9999998427712778,-0.9802358785357532,10.359888118985106,136.38592789603092,151.18697878198768,0.043289159394103355,0.00439494226776661,-0.0068622295992312975,3.0,-0.19985489073124926,0.1999476064063742
2016-06-09 ,149.42329579001245,150.60038500818396,148.84932786145137,149.9583282470703,1002600,0.0,0.0,0.018936292615460388,-1.0,0.006902533647095396,0.006902533647095396,0.9930974663529046,3.2663949623031566e-05,-0.32611868372889347,0.32611868311307685,0.4078496372435207,0.785398163631683,0.6124226452608192,0.4184729629381843,-0.9862703832598857,-0.9861949327058093,10.617325316318118,137.5311207825856,152.45507438905264,0.03499735234455459,-0.004145903524774383,-0.0042704228962704965,4.0,0.20041517146700707,-0.19997365850774038
