Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,G,Gd,S,P↑,P↓,Y,ϴ1,ϴ2,ϴ3,ϴ4,W,Yd,Pd,Wd,E_Low,E_High,Ö,Öd,I,Im,Id
2016-01-05 00:00:00-05:00,47.3775196191202,47.489566480032984,47.21829915811624,47.32444763183594,11491300,0.0,0.0,0.0,0.2807866545575979,-1.0,0.39352158834262496,0.39352158834262496,0.606478411657375,1.472082883360194e-05,0.8520795824677543,0.49555742394365276,0.8961729838573862,0.46364761029647744,-0.10188357783049573,0.9999965080311596,-0.21295682331475008,-0.9999999911901474,46.94140360050091,53.43153703784355,-0.8819611228416154,0.013630943820733044,1.0,0.0,0.0
2016-01-06 00:00:00-05:00,47.13573973401772,47.37162573107828,47.13573973401772,47.32444763183594,11320100,0.0,0.0,0.0,0.2707866545575979,-1.0,0.37950662068105107,0.37950662067927604,0.6204933793189489,0.0,0.576412132282753,0.9917166153650823,0.7484128912362115,0.7853981661582748,0.37549409692770813,-0.9999320736566562,-0.24098675863967284,0.9999999979052224,46.94140360050091,53.43153703784355,-0.8819611228416154,0.0,2.0,0.0,0.0
2016-01-07 00:00:00-05:00,46.98240211765983,47.177008356928184,46.95291918692682,47.01778793334961,11004700,0.0,0.0,0.0,0.2607866545575979,-1.0,0.4859554085293916,0.48525242795767615,0.5140445914706084,-6.487819598887514e-07,0.785398165466592,-0.785398166466592,0.8166430067682617,-0.8166430078307108,0.0,-0.998461022217097,-0.02879216351293229,-0.9999999973368422,46.94140360050091,53.43153703784355,-0.9764613981902341,-0.047250137674309356,1.0,0.0,0.0
2016-01-08 00:00:00-05:00,47.200581498359746,47.30672991136571,46.882136259341856,46.89392852783203,17902100,0.0,0.0,0.0,0.2507866545575979,-1.0,0.41286496129918465,0.41262338528254544,0.5871350387008154,-7.508963665838214e-05,1.1069326344339339,0.4636476116843337,0.7417662719052432,-0.7417662737309371,-0.11766484710769308,-0.9828548470074439,-0.17451165341826996,-0.999999991501285,40.66170183218188,53.43153703784355,-0.02391431129839946,0.4762735434459173,0.0,-0.9999999999682009,0.0
2016-01-11 00:00:00-05:00,47.094440733764586,47.147512699312465,46.77009705825201,46.82317352294922,16917700,0.0,0.0,0.0,0.2407866545575979,-1.0,0.4002912337100525,0.4001572805799024,0.5997087662899475,-6.034328933882408e-07,0.7853981660378123,-0.7853981670378123,0.9575996528511173,-0.957599654188752,-0.2234805132252573,0.9840427949781405,-0.1995514857100451,-0.3101776489180823,40.66170183218188,53.43153703784355,-0.03499589594498936,-0.005540792323294949,-1.0,-0.49901017805592685,0.0
2016-01-12 00:00:00-05:00,47.11213349562003,47.14751480756739,46.76420526373883,46.87035369873047,15217700,0.0,0.0,0.0,0.2307866545575979,-1.0,0.4253938610293743,0.4253938610293743,0.5746061389706256,1.4092251598545596e-06,0.7853981660378538,1.5707698416929639,1.496920517636631,-1.49692052161484,-0.08231192828574482,0.9995033913536662,-0.1492122779412513,0.4616483775083269,40.66170183218188,53.43153703784355,-0.027606579635466828,0.0036946581547612645,0.0,0.0007549849849573623,0.250494910956137
2016-01-13 00:00:00-05:00,46.90571803933161,46.952896104291234,46.286518309393266,46.35138702392578,20352700,0.0,0.0,0.0,0.22078665455759788,-1.0,0.2164126090418269,0.21587443339153747,0.7835873909581731,-0.00011601807637090979,1.1839107348078748,-1.1839107365231551,0.785398163944159,-0.7853981649441589,0.08724712218245985,-0.999991484165342,-0.5677129575666356,0.9999999941023496,40.66170183218188,53.43153703784355,-0.10888666922252073,-0.04064004479352695,-1.0,0.9999999999893269,0.2498825815204421
2016-01-14 00:00:00-05:00,46.38678382573537,46.61087293872843,46.16269021359334,46.55779647827149,18572700,0.0,0.0,0.0,0.2107866545575979,-1.0,0.21403471831162743,0.21403471831162743,0.7859652816883725,4.645631723836359e-06,0.7853981643593376,-0.7853981653593376,1.2234307278577425,-1.2234307296259685,-0.031811331900156115,0.999991712572667,-0.5719305633767451,-0.9999999916007645,40.66170183218188,46.94140360050091,0.8778263246182727,0.49335649692039674,0.0,-0.9999999999892728,0.49962250750218473
2016-01-15 00:00:00-05:00,45.80296573953713,46.39857658456377,45.65553762437254,45.94449996948242,27309900,0.0,0.0,0.0,0.2007866545575979,-1.0,0.1345775637986923,0.1341783075337171,0.8654224362013077,-0.0002404177300864114,1.1743551751890946,-1.1743551768908898,0.7853981638833448,-0.7853981648833448,0.029357976035792786,-0.9999959194393153,-0.7312441286675906,0.9999999836519323,40.66170183218188,46.94140360050091,0.6824996892721564,-0.09766331767305814,-1.0,0.9999999999892367,-0.9999999999892999
2016-01-19 00:00:00-05:00,45.968091586232816,46.07424002546065,45.637853997146095,45.785282135009766,15975700,0.0,0.0,0.0,0.1907866545575979,-1.0,0.14508026284556158,0.14496846840534167,0.8549197371544384,-0.00011900801483927301,0.7853981644390569,-0.7853981654390568,1.5163277956080745,-1.5163277976021465,-0.020105620122855217,0.3377870928114746,-0.7099512687490968,-0.9999999797831121,40.66170183218188,46.94140360050091,0.6317909644564167,-0.025354362407869868,-2.0,-0.9999999999891894,0.9999999999892548
