Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Low_High_Avg,RV,Sd,Rs,G,Rf,Sf,R*,Ss,P↑,P↓,Y_High,Y_Close,Y_Low
2021-01-04,14.649999618530272,14.670000076293944,13.9399995803833,14.029999732971191,8512300,0.0,0.0,14.304999828338625,0.07061476414914955,-1.0,-0.6500005722045881,0.0,-0.8299999237060547,0.0,0.17999935150146662,2.0,0.5,0.5,-0.00882867242380977,-0.03869077684062432,-0.03893608687192146
2021-01-05,14.020000457763672,14.5,13.970000267028809,14.289999961853027,8219100,0.0,0.0,14.235000133514404,0.06944602960388399,-1.0,-0.39000034332275213,0.0,0.26000022888183594,0.0,0.17999935150146662,2.0,0.5,0.5,-0.011254339837389427,0.017729146346541533,0.0020757674604234434
2021-01-06,14.380000114440918,14.970000267028809,14.260000228881836,14.56999969482422,12191600,0.0,0.0,14.615000247955322,0.10502947073150554,1.0,0.2799997329711932,0.30000019073486506,0.5399999618530291,0.30864241137390225,-0.39000034332275213,0.5154484709469583,0.43750452911064186,0.5624954708893581,0.047313426500732,0.028782448221010393,0.03047568608481965
2021-01-07,14.68000030517578,14.850000381469728,14.489999771118164,14.510000228881836,7059500,0.0,0.0,14.670000076293944,0.06056647397680482,1.0,0.2200002670288086,0.0,-0.05999946594238459,0.0,-0.39000034332275213,0.31821191504395163,0.5,0.5,-0.004660327273534942,-0.0023894404786898357,0.009264721217416174
2021-01-08,14.75,14.93000030517578,14.5,14.6899995803833,6749900,0.0,0.0,14.71500015258789,0.05862867120981301,1.0,0.39999961853027344,0.0,0.17999935150146484,0.0,-0.39000034332275213,1.0519356549937793,0.2629839137484448,0.7370160862515551,0.005137102855344322,0.011788036820450735,0.0006596523592965893
2021-01-11,14.380000114440918,14.6899995803833,14.300000190734863,14.539999961853027,5650300,0.0,0.0,14.494999885559082,0.04857656950560162,-1.0,-0.14999961853027344,0.18999958038330078,-0.14999961853027344,1.6044455182139927,0.39999961853027344,0.14062455296509313,0.0,1.0,-0.013565370653945195,-0.00859143106885383,-0.011626292764077138
2021-01-12,14.640000343322754,14.960000038146973,14.43000030517578,14.8100004196167,8967400,0.0,0.0,14.695000171661375,0.07852583121595734,1.0,0.2700004577636719,0.029999732971193183,0.2700004577636719,0.012345417375132657,-0.14999961853027344,2.0,0.5123454173751326,0.4876545826248674,0.028904458607302258,0.0291999037663188,0.01436260220091195
2021-01-13,14.760000228881836,15.050000190734863,14.479999542236328,14.920000076293944,8684300,0.0,0.0,14.764999866485596,0.0766116070044913,1.0,0.3800001144409162,0.0,0.3800001144409162,0.0,-0.14999961853027344,2.0,0.5,0.5,0.0058086541363341964,0.007166295040236461,0.00334975897357379
2021-01-14,15.239999771118164,16.030000686645508,15.140000343322754,15.720000267028809,12520900,0.0,0.0,15.58500051498413,0.11638018015313886,1.0,1.1800003051757812,0.0,1.1800003051757812,0.0,-0.14999961853027344,2.0,0.5,0.5,0.09092346920090226,0.07528909028154293,0.06425251549820687
2021-01-15,15.350000381469728,15.640000343322754,14.93000030517578,14.93000030517578,8461600,0.0,0.0,15.285000324249268,0.0746970132567901,-1.0,-0.7899999618530291,0.0,-0.7899999618530291,0.0,1.1800003051757812,0.4482186274878174,0.8879453431280456,0.11205465687195434,-0.01664423549369732,-0.03483722258430059,-0.009439149750728874
2021-01-19,15.170000076293944,15.380000114440918,14.890000343322754,15.0600004196167,7843100,0.0,0.0,15.135000228881836,0.06983990908349583,-1.0,-0.6599998474121094,0.0,0.13000011444091975,0.0,1.1800003051757812,0.3128408311342777,0.5,0.5,-0.01553807405734294,0.008035862832992405,-0.002486664447836083
2021-01-20,15.1899995803833,15.75,15.050000190734863,15.640000343322754,7424200,0.0,0.0,15.400000095367432,0.06865581866164998,1.0,0.5799999237060547,0.1099996566772461,0.7100000381469744,0.024003021560998632,-0.6599998474121094,0.7722682898214261,0.21707009401635516,0.7829299059836449,0.022501650434676234,0.035766912833378496,0.010117184520283677
2021-01-21,15.420000076293944,15.520000457763672,15.109999656677246,15.270000457763672,6894800,0.0,0.0,15.31500005722046,0.062251762528030406,1.0,0.21000003814697266,0.0,-0.36999988555908203,0.0,-0.6599998474121094,0.10123975301431425,0.5,0.5,-0.01366158504091834,-0.022233333335691177,0.003695030738180312
2021-01-22,15.06999969482422,15.300000190734863,15.020000457763672,15.289999961853027,4820600,0.0,0.0,15.160000324249268,0.04358123266524396,-1.0,0.01999950408935547,0.029999732971191406,0.01999950408935547,2.0,-0.6599998474121094,0.0009182285325207925,1.0,0.0,-0.009981595897321758,0.0009151141911613927,-0.004176850486041504
2021-01-25,15.100000381469728,15.18000030517578,14.56999969482422,14.59000015258789,8928000,0.0,0.0,14.875,0.0770194489535973,-1.0,-0.6800003051757812,0.0,-0.6999998092651367,0.0,0.01999950408935547,2.0,0.5,0.5,-0.014583069412957565,-0.08677615596162007,-0.056331506186558716
2021-01-26,14.6899995803833,14.970000267028809,14.65999984741211,14.850000381469728,7328500,0.0,0.0,14.81500005722046,0.06434761964233154,-1.0,-0.42000007629394354,0.0,0.2600002288818377,0.0,0.01999950408935547,2.0,0.5,0.5,-0.011434652085690876,0.014498625194150912,0.0050548159064253305
2021-01-27,14.529999732971191,15.100000381469728,14.520000457763672,14.68000030517578,10653700,0.0,0.0,14.8100004196167,0.09247353438063582,-1.0,-0.5900001525878924,0.0,-0.17000007629394887,0.0,0.01999950408935547,2.0,0.5,0.5,0.012569721745213413,-0.016737902199382496,-0.013949422131270598
2021-01-28,15.149999618530272,15.699999809265137,14.579999923706056,14.649999618530272,14906000,0.0,0.0,15.139999866485596,0.12911885296792694,1.0,-0.030000686645507812,0.7299995422363281,-0.20000076293945668,2.0,0.01999950408935547,2.0,0.0,1.0,0.05451183056659825,-0.0028622646196465205,0.005769591156757606
2021-01-29,14.630000114440918,14.75,14.239999771118164,14.34000015258789,9805300,0.0,0.0,14.494999885559082,0.08313826762512902,-1.0,-0.30999946594238104,0.2800006866455078,-0.5100002288818377,0.30142373760750746,0.01999950408935547,2.0,0.1985762623924925,0.8014237376075075,-0.04104554138891893,-0.014068328420957956,-0.015520828659375761
2021-02-01,14.420000076293944,14.489999771118164,14.050000190734863,14.31999969482422,6497900,0.0,0.0,14.269999980926514,0.05501827392002177,-1.0,-0.32999992370605113,0.0,-0.5300006866455078,0.0,0.01999950408935547,2.0,0.5,0.5,-0.011785241835526943,-0.0009249236521641144,-0.008901471963385976
2021-02-02,14.640000343322754,14.640000343322754,14.25,14.43000030517578,9029000,0.0,0.0,14.445000171661375,0.0770365672442358,1.0,0.11000061035155895,0.0,0.11000061035155895,0.0,-0.32999992370605113,0.11111239552496885,0.027778098881242212,0.9722219011187578,0.014310310421972658,0.010632952434684659,0.019639922435221065
2021-02-03,14.489999771118164,15.0600004196167,14.34000015258789,15.0,13120200,0.0,0.0,14.700000286102297,0.11636507223341622,1.0,0.6800003051757795,0.0,0.6800003051757795,0.0,-0.32999992370605113,2.0,0.5,0.5,0.041098285691763874,0.056287914036979685,0.009148710520319682
2021-02-04,15.09000015258789,16.200000762939453,15.020000457763672,15.949999809265137,17360500,0.0,0.0,15.610000610351562,0.16372456317734993,1.0,1.6300001144409162,0.0,1.6300001144409162,0.0,-0.32999992370605113,2.0,0.5,0.5,0.09650898797492985,0.08122966027319163,0.06129214450376397
2021-02-05,16.1200008392334,16.149999618530273,15.550000190734863,15.800000190734863,7024800,0.0,0.0,15.849999904632568,0.06562691440086961,1.0,1.4800004959106428,0.0,-0.14999961853027344,0.0,-0.32999992370605113,2.0,0.5,0.5,-0.0012508561984209286,-0.0038233860884806688,0.014030783828191853
2021-02-08,15.890000343322754,16.75,15.890000343322754,16.459999084472656,10077100,0.0,0.0,16.320000171661377,0.09807454547344983,1.0,2.1399993896484357,0.0,0.659998893737793,0.0,-0.32999992370605113,2.0,0.5,0.5,0.05232234901182013,0.0586962632848068,0.031026169946683613
2021-02-09,16.3799991607666,16.3799991607666,16.010000228881836,16.309999465942383,8073700,0.0,0.0,16.19499969482422,0.0778605529857459,1.0,1.9899997711181623,0.0,-0.14999961853027344,0.0,-0.32999992370605113,2.0,0.5,0.5,-0.017895684707913397,-0.007334673189385764,0.0060277769908724035
2021-02-10,16.399999618530273,16.739999771118164,16.299999237060547,16.639999389648438,6513100,0.0,0.0,16.519999504089355,0.06408139852587712,1.0,2.319999694824217,0.0,0.3299999237060547,0.0,-0.32999992370605113,2.0,0.5,0.5,0.017537111244436337,0.01615859401890967,0.01448120480225216
2021-02-11,16.540000915527344,16.649999618530273,16.079999923706055,16.520000457763672,5798900,0.0,0.0,16.364999771118164,0.05664304651818552,-1.0,-0.11999893188476562,0.0,-0.11999893188476562,0.0,2.319999694824217,0.002675339521738807,0.9993311651195653,0.0006688348804347018,-0.00479970674700173,-0.006443928745226084,-0.012098523187081016
2021-02-12,16.40999984741211,16.639999389648438,16.350000381469727,16.450000762939453,6349300,0.0,0.0,16.494999885559082,0.061756503471507115,-1.0,-0.18999862670898438,0.0,-0.18999862670898438,0.0,2.319999694824217,0.00670694999413745,0.9983232625014656,0.0016767374985343624,-0.0006578189522302501,-0.004649298253811947,0.018231725419387432
2021-02-16,16.739999771118164,16.829999923706055,16.399999618530273,16.729999542236328,9633200,0.0,0.0,16.614999771118164,0.09529221789498696,1.0,0.279998779296875,0.18000030517578125,0.279998779296875,0.41327031086428734,-0.18999862670898438,2.0,0.9132703108642873,0.08672968913571266,0.01722557957682285,0.025606750932520225,0.004632621283867298
2021-02-17,16.540000915527344,17.059999465942383,16.469999313354492,16.920000076293945,5675300,0.0,0.0,16.764999389648438,0.056778002979713464,1.0,0.4699993133544922,0.0,0.4699993133544922,0.0,-0.18999862670898438,2.0,0.5,0.5,0.007996568334612124,0.006653007304427714,0.0025092544261586763
2021-02-18,16.75,16.84000015258789,16.420000076293945,16.809999465942383,5174900,0.0,0.0,16.630000114440918,0.05143521867642933,-1.0,-0.1100006103515625,0.0,-0.1100006103515625,0.0,0.4699993133544922,0.054776684622566844,0.9863058288443582,0.013694171155641711,-0.011834904723648572,-0.005947328037525401,-0.0027723154549111435
2021-02-19,16.950000762939453,17.520000457763672,16.940000534057617,17.389999389648438,7000000,0.0,0.0,17.230000495910645,0.07197613728351972,1.0,0.5799999237060547,0.46000099182128906,0.5799999237060547,0.6290159576251264,-0.1100006103515625,2.0,1.0,0.0,0.053540450182718975,0.04588047639533032,0.042170014450267454
2021-02-22,18.09000015258789,18.799999237060547,17.65999984741211,18.489999771118164,14051900,0.0,0.0,18.229999542236328,0.1536253499932335,1.0,1.6800003051757812,0.0,1.6800003051757812,0.0,-0.1100006103515625,2.0,0.5,0.5,0.14149162207308935,0.1230856483669056,0.08354548505186402
2021-02-23,18.790000915527344,19.440000534057617,17.979999542236328,19.149999618530273,15476200,0.0,0.0,18.710000038146973,0.17523628282966858,1.0,2.3400001525878906,0.0,2.3400001525878906,0.0,-0.1100006103515625,2.0,0.5,0.5,0.0368656802343642,0.038623667178696725,0.019777489148594604
2021-02-24,19.3700008392334,19.8799991607666,19.13999938964844,19.13999938964844,13941300,0.0,0.0,19.50999927520752,0.15777424893055142,1.0,2.3299999237060582,0.0,-0.010000228881832385,0.0,-0.1100006103515625,2.0,0.5,0.5,0.02016075305939589,-0.0004705367190900038,0.056301363413255506
2021-02-25,19.200000762939453,19.260000228881836,18.149999618530273,18.489999771118164,9857900,0.0,0.0,18.704999923706055,0.10777356355356191,-1.0,-0.649999618530277,0.0,-0.6599998474121094,0.0,2.3299999237060582,0.07782415070425083,0.9805439623239373,0.019456037676062708,-0.022401714494037654,-0.02442811884974237,-0.03754515084623339
2021-02-26,18.270000457763672,18.75,18.020000457763672,18.43000030517578,8001000,0.0,0.0,18.385000228881836,0.0871887681717559,-1.0,-0.7099990844726598,0.0,-0.7199993133544922,0.0,2.3299999237060582,0.09285467276328813,0.976786331809178,0.02321366819082203,-0.021780224731996107,-0.0026380046045475533,-0.005834207842962631
2021-03-01,19.059999465942383,19.25,18.38999938964844,18.479999542236328,7700500,0.0,0.0,18.81999969482422,0.08414180231808299,1.0,0.049999237060546875,0.0,0.049999237060546875,0.0,-0.7099990844726598,0.004959194909399153,0.0012397987273497883,0.9987602012726502,0.025327426176991033,0.002607498003256438,0.01956070230934854
2021-03-02,18.530000686645508,18.63999938964844,18.239999771118164,18.459999084472656,4913300,0.0,0.0,18.4399995803833,0.053628529240741386,-1.0,-0.020000457763671875,0.0,-0.020000457763671875,0.0,0.049999237060546875,0.16001220745035513,0.9599969481374112,0.04000305186258878,-0.020544237364009742,-0.0006909194421451905,-0.0052256172750313485
2021-03-03,18.63999938964844,19.3700008392334,18.520000457763672,19.1200008392334,8838700,0.0,0.0,18.945000648498535,0.09992340611616343,1.0,0.6600017547607422,0.12000083923339844,0.6600017547607422,0.033058137843380284,-0.020000457763671875,2.0,0.5330581378433803,0.4669418621566197,0.06909887187148997,0.06318782723448449,0.027404930035724088
2021-03-04,19.010000228881836,19.31999969482422,18.100000381469727,18.81999969482422,10587200,0.0,0.0,18.710000038146973,0.11781257772278564,-1.0,-0.3000011444091797,0.1399993896484375,-0.3000011444091797,0.21777421742179673,0.6600017547607422,0.2066120479200261,0.7305727705981968,0.26942722940180325,-0.003096021216744571,-0.0189429798908909,-0.02747601462377757
2021-03-05,18.8700008392334,18.989999771118164,17.0,18.6299991607666,13585200,0.0,0.0,17.994999885559082,0.1496476153908409,-1.0,-0.4900016784667969,0.0,-0.4900016784667969,0.0,0.6600017547607422,0.5511946009532757,0.8622013497616811,0.13779865023831891,-0.02210632794008006,-0.013020208165098376,-0.08042677035760905
2021-03-08,18.90999984741211,20.520000457763672,18.899999618530273,20.459999084472656,15703100,0.0,0.0,19.710000038146973,0.1899686495180347,1.0,1.8299999237060547,1.2000007629394531,1.8299999237060547,0.4299925202677266,-0.4900016784667969,2.0,0.9299925202677266,0.07000747973227339,0.08952286018433595,0.10822678969532462,0.1223512541412049
2021-03-09,20.399999618530273,20.510000228881836,19.739999771118164,20.25,9640500,0.0,0.0,20.125,0.11542915477427451,1.0,1.6200008392333984,0.0,-0.20999908447265625,0.0,-0.4900016784667969,2.0,0.5,0.5,-0.00029926268913793125,-0.006333743433075793,0.02669232550731031
2021-03-10,20.420000076293945,20.670000076293945,19.799999237060547,19.899999618530273,7195100,0.0,0.0,20.23499965667725,0.08466050045996092,1.0,1.2700004577636719,0.0,-0.5599994659423828,0.0,-0.4900016784667969,2.0,0.5,0.5,0.005799632754712445,-0.013012185418933286,0.0022650510864614505
2021-03-11,19.940000534057617,19.940000534057617,19.299999237060547,19.43000030517578,11952400,0.0,0.0,19.61999988555908,0.13731527636656052,-1.0,-0.4699993133544922,0.4400005340576172,-1.029998779296875,0.18248744355026977,1.2700004577636719,0.13695777500784845,0.7832731126977681,0.21672688730223189,-0.059722485268401106,-0.03970283858665617,-0.042485579278832376
2021-03-12,19.510000228881836,20.600000381469727,19.459999084472656,20.43000030517578,9517900,0.0,0.0,20.02999973297119,0.11497421147157773,1.0,1.0,0.0,1.0,0.0,-0.4699993133544922,2.0,0.5,0.5,0.02592842252982384,0.039955697213675284,0.006574335048245149
2021-03-15,21.25,21.729999542236328,20.709999084472656,21.63999938964844,14640500,0.0,0.0,21.219999313354492,0.1873285977271698,1.0,2.20999908447266,0.0,2.20999908447266,0.0,-0.4699993133544922,2.0,0.5,0.5,0.08212485585161633,0.08848248270527667,0.09573108212177098
2021-03-16,21.559999465942383,21.600000381469727,20.520000457763672,20.739999771118164,8906100,0.0,0.0,21.0600004196167,0.10921624567116436,-1.0,-0.899999618530277,0.0,-0.899999618530277,0.0,2.20999908447266,0.16584426700211527,0.9585389332494711,0.04146106675052882,-0.0036501735544505623,-0.025837056535411577,-0.0056065898425182985
2021-03-17,20.6299991607666,21.270000457763672,20.6299991607666,21.18000030517578,7052700,0.0,0.0,20.949999809265137,0.08832269286695987,-1.0,-0.4599990844726598,0.0,0.4400005340576172,0.0,2.20999908447266,0.043324119701146156,0.5,0.5,-0.0121915292967463,0.016623779435183745,0.004233656009277678
2021-03-18,21.040000915527344,21.559999465942383,20.489999771118164,20.700000762939453,8361200,0.0,0.0,21.024999618530273,0.10233634513109362,-1.0,-0.9399986267089879,0.0,-0.4799995422363281,0.0,2.20999908447266,0.18091319799012276,0.9547717005024693,0.04522829949753069,0.016054309670862715,-0.027175487021367312,-0.008072652248136922
2021-03-19,20.700000762939453,21.18000030517578,20.34000015258789,21.0,8677300,0.0,0.0,20.760000228881836,0.10774443208239444,-1.0,-0.639999389648441,0.0,0.2999992370605469,0.0,2.20999908447266,0.08386387627535374,0.5,0.5,-0.018454153057863614,0.014932416113425339,-0.007625297140410164
2021-03-22,20.11000061035156,20.209999084472656,19.13999938964844,19.200000762939453,21252300,0.0,0.0,19.674999237060547,0.24126710486929728,-1.0,-2.439998626708988,0.0,-1.7999992370605469,0.0,2.20999908447266,1.2189754982667376,0.6952561254333156,0.3047438745666844,-0.11479637697444413,-0.2193297687044043,-0.14888663144846848
2021-03-23,19.43000030517578,19.8700008392334,18.920000076293945,19.25,14798500,0.0,0.0,19.395000457763672,0.1684377221782165,-1.0,-2.389999389648441,0.0,0.049999237060546875,0.0,2.20999908447266,1.1695300700590476,0.5,0.5,-0.011813830030989713,0.0018109596728512715,-0.00804997074635171
2021-03-24,19.59000015258789,19.75,18.760000228881836,18.790000915527344,9453400,0.0,0.0,19.25500011444092,0.10502816186637996,-1.0,-2.8499984741210973,0.0,-0.45999908447265625,0.0,2.20999908447266,1.6630490842195917,0.5842377289451021,0.41576227105489794,-0.003869636191860441,-0.015449583713865749,-0.005425115693481492
2021-03-25,18.440000534057617,19.719999313354492,18.309999465942383,19.63999938964844,9254300,0.0,0.0,19.01499938964844,0.10746720973994935,-1.0,-2.0,0.0,0.8499984741210973,0.0,2.20999908447266,0.8189847288401502,0.5,0.5,-0.0014881599457855954,0.04330452641071177,-0.023767100513952442
2021-03-26,19.770000457763672,20.030000686645508,19.290000915527344,19.690000534057617,5635200,0.0,0.0,19.660000801086422,0.0656063673324731,1.0,0.050001144409176135,0.2800006866455078,0.8999996185302734,0.09679068022571302,-2.0,0.0006250286105568215,0.09694693737835222,0.9030530626216478,0.009497782951522891,0.0015482880247383872,0.03174202465439737
2021-03-29,19.81999969482422,19.850000381469727,19.170000076293945,19.59000015258789,6605000,0.0,0.0,19.510000228881836,0.07650647462411805,-1.0,-0.10000038146972656,0.0,-0.10000038146972656,0.0,0.050001144409176135,2.0,0.5,0.5,-0.010580630874766897,-0.005967929076852946,-0.007314227687687536
2021-03-30,19.63999938964844,20.690000534057617,19.63999938964844,20.56999969482422,9454200,0.0,0.0,20.164999961853027,0.11498733262204246,1.0,0.9799995422363281,0.6599998474121094,0.9799995422363281,0.45356123024434275,-0.10000038146972656,2.0,0.9535612302443428,0.046438769755657194,0.05931678034087455,0.06985767533509775,0.03466853946124964
2021-03-31,20.549999237060547,20.579999923706055,20.1299991607666,20.34000015258789,6771200,0.0,0.0,20.354999542236328,0.08143432906298818,1.0,0.75,0.0,-0.22999954223632812,0.0,-0.10000038146972656,2.0,0.5,0.5,-0.0038179608711044386,-0.008053197419840667,0.01764863632537693
2021-04-01,20.31999969482422,20.690000534057617,20.290000915527344,20.3700008392334,4946300,0.0,0.0,20.49000072479248,0.059574777543114785,1.0,0.7800006866455078,0.0,0.030000686645507812,0.0,-0.10000038146972656,2.0,0.5,0.5,0.003894085013622186,0.0010766508540294409,0.005783266998495042
2021-04-05,21.18000030517578,21.709999084472656,20.920000076293945,21.170000076293945,14706200,0.0,0.0,21.3149995803833,0.1840823952161234,1.0,1.5799999237060547,0.0,0.8299999237060547,0.0,-0.10000038146972656,2.0,0.5,0.5,0.14304863304599214,0.11451782243134682,0.09090491313820906
2021-04-06,21.40999984741211,21.959999084472656,21.219999313354492,21.25,8667100,0.0,0.0,21.589999198913578,0.10889894461988708,1.0,1.6599998474121094,0.0,0.9099998474121094,0.0,-0.10000038146972656,2.0,0.5,0.5,0.006747768430839858,0.0022229118601810277,0.008391294443946172
2021-04-07,21.31999969482422,21.520000457763672,20.950000762939453,21.049999237060547,5806700,0.0,0.0,21.23500061035156,0.0722723876232795,-1.0,-0.20000076293945312,0.0,-0.20000076293945312,0.0,1.6599998474121094,0.014516008321256251,0.996370997919686,0.003629002080314063,-0.013559615271358547,-0.006335441280892792,-0.008579133144682817
2021-04-08,20.88999938964844,21.11000061035156,20.329999923706055,21.09000015258789,6565100,0.0,0.0,20.72000026702881,0.08186699652391298,-1.0,-0.15999984741210938,0.0,0.04000091552734375,0.0,1.6599998474121094,0.00929015672746961,0.5,0.5,-0.02174754829089499,0.002146433108984988,-0.03396209979858609
2021-04-09,20.950000762939453,21.059999465942383,20.649999618530273,21.059999465942383,4964100,0.0,0.0,20.854999542236328,0.061814421118372834,-1.0,-0.1900005340576172,0.0,-0.030000686645507812,0.0,1.6599998474121094,0.01310067120731311,0.9967248321981718,0.0032751678018282777,-0.001793104143999461,-0.0010763729903716034,0.01180882771588272
2021-04-12,20.86000061035156,20.899999618530273,20.399999618530273,20.5,4904400,0.0,0.0,20.649999618530273,0.05944710007145274,-1.0,-0.75,0.0,-0.5900001525878906,0.0,1.6599998474121094,0.2041298096278423,0.9489675475930395,0.051032452406960575,-0.007534587074656752,-0.026624866406638154,-0.012033784033799432
2021-04-13,20.299999237060547,20.809999465942383,19.6200008392334,20.770000457763672,9561600,0.0,0.0,20.21500015258789,0.11742430722173307,-1.0,-0.4799995422363281,0.0,0.2700004577636719,0.0,1.6599998474121094,0.0836114105472265,0.5,0.5,-0.00841352033643465,0.025509662343403135,-0.07599613702260283
2021-04-14,21.36000061035156,21.600000381469727,20.790000915527344,20.829999923706055,8885500,0.0,0.0,21.195000648498535,0.1094364681567826,1.0,0.05999946594238281,0.7000007629394531,0.3299999237060547,2.0,-0.4799995422363281,0.015624751648063456,1.0,0.0,0.03462108060560061,0.0026806205679202845,0.05381189872536221
2021-04-15,21.11000061035156,21.11000061035156,20.5,20.690000534057617,6765800,0.0,0.0,20.80500030517578,0.08276954858791093,-1.0,-0.1399993896484375,0.0,-0.1399993896484375,0.0,0.05999946594238281,2.0,0.5,0.5,-0.0174716361080915,-0.005134948270055609,-0.01069600892443896
2021-04-16,20.75,20.920000076293945,20.280000686645508,20.299999237060547,5637000,0.0,0.0,20.600000381469727,0.06766046613516669,-1.0,-0.5300006866455078,0.0,-0.5300006866455078,0.0,0.05999946594238281,2.0,0.5,0.5,-0.007532762925823107,-0.01585429775208654,-0.008989446898852232
2021-04-19,20.170000076293945,20.329999923706055,19.88999938964844,20.190000534057617,6118500,0.0,0.0,20.10999965667725,0.073041927264263,-1.0,-0.6399993896484375,0.0,-0.6399993896484375,0.0,0.05999946594238281,2.0,0.5,0.5,-0.031049534696482733,-0.0058974832396447765,-0.02107614336024579
2021-04-20,19.959999084472656,19.959999084472656,18.969999313354492,19.290000915527344,8925100,0.0,0.0,19.464999198913578,0.10179730208001495,-1.0,-1.539999008178711,0.0,-1.539999008178711,0.0,0.05999946594238281,2.0,0.5,0.5,-0.026791903762158308,-0.06650637663998674,-0.06906900564078836
2021-04-21,19.09000015258789,19.950000762939453,18.770000457763672,19.90999984741211,7712900,0.0,0.0,19.36000061035156,0.09079875347797652,-1.0,-0.9200000762939453,0.0,0.6199989318847656,0.0,0.05999946594238281,2.0,0.5,0.5,-0.0004329921056973892,0.02733628359656738,-0.009159256532605338
2021-04-22,20.11000061035156,20.450000762939453,19.770000457763672,19.850000381469727,8551600,0.0,0.0,20.11000061035156,0.10036882202543843,1.0,-0.05999946594238281,0.4900016784667969,-0.05999946594238281,2.0,0.05999946594238281,1.0,0.0,1.0,0.02744405597531228,-0.0033462676902814162,0.05753709792114837
