Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,G,Gd,S,P↑,P↓,Y,ϴ1,ϴ2,ϴ3,ϴ4,W,Yd,Pd,Wd,λ,E_High,E_Low,Ö,Öd,Ödd,I,Im,Id
2017-06-01 ,0.4162499904632568,0.4162499904632568,0.4162499904632568,0.4162499904632568,0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.16977806552185326,0.7853981999344702,0.5191451943384053,0.7853981999344702,-0.0,0.999999875667003,-1.0,-0.0,0.04983284112679511,0.30069500979917696,0.8051667537243099,-0.16728693062967062,0.01643678717710352,0.13804736148193936,1.0,0.0,0.0
2017-06-05 ,0.3937500119209289,0.3937500119209289,0.3937500119209289,0.3937500119209289,178,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.027777751205062425,0.7853981851196913,-0.7853981861196913,0.7853981851196913,-0.7853981861196913,0.0,-0.9999999639999668,-1.0,0.0,0.41640217233504145,0.42158695597357887,0.42158695597357887,-0.06830983699169788,0.04948854681898637,0.016525879820941426,0.0,0.0,0.0
2017-06-06 ,0.4050000011920929,0.4050000011920929,0.4050000011920929,0.4050000011920929,667,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.014084493378996841,0.7853982073419381,0.46364764415639487,0.7853982073419381,0.46364764415639487,-0.0,0.9999999761121272,-1.0,-0.0,0.1437618241022167,0.16678232458044817,0.8158472520744597,0.09342873858847836,0.08086928779008812,0.015690370485550872,1.0,-0.987151415301678,0.0
2017-06-12 ,0.4050000011920929,0.4050000011920929,0.4050000011920929,0.4050000011920929,0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.7853982073419381,0.694738319420787,0.7853982073419381,0.694738319420787,0.0,0.0,-1.0,0.0,0.4022879493283202,0.41050975937342576,0.41050975937342576,-0.013512632916600036,-0.0534706857525392,-0.06716998677131367,2.0,1.006091361945705,0.0
2017-06-14 ,0.4050000011920929,0.4050000011920929,0.4050000011920929,0.4050000011920929,0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.7853982073419381,0.7188300431772203,0.7853982073419381,0.7188300431772203,0.0,0.0,-1.0,0.0,0.14210111302870584,0.16495307378418433,0.8075483326214081,0.10405510000598125,0.05878386646129065,0.056127276106914925,3.0,0.3333333332222222,0.9966213886236915
2017-06-15 ,0.4050000011920929,0.4050000011920929,0.4050000011920929,0.4050000011920929,0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.7853982073419381,0.7266423843231452,0.7853982073419381,0.7266423843231452,0.0,0.0,-1.0,0.0,0.0047319232447069854,0.3732222786296777,0.5200156079561848,-0.08412942486893163,-0.09409226243745644,-0.07643806444937354,4.0,0.19999999996,-0.33637901436174145
2017-06-16 ,0.3937500119209289,0.3937500119209289,0.3937500119209289,0.3937500119209289,711,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.014084493378996841,0.7853982073419331,-0.7853982083419332,0.7853982073419331,-0.7853982083419332,0.0,-0.9999999289999362,-1.0,0.0,0.14210111302870584,0.16495307378418433,0.8075483326214081,0.07588425037122018,0.0800068376200759,0.08704955002876617,3.0,0.1428571428367347,-0.0666666666311111
2017-06-19 ,0.3622500002384186,0.3622500002384186,0.3622500002384186,0.3622500002384186,356,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.04166668144956436,0.785398178770458,-0.785398179770458,0.785398178770458,-0.785398179770458,-0.0,-0.4947373335296944,-1.0,-0.0,0.008901184135007402,0.28628525406981886,0.47058721087112154,-0.013150420797106793,-0.04451733558416349,-0.062262086602119696,2.0,-0.14194606225239717,-0.028571428561632653
2017-06-22 ,0.4072499871253967,0.445499986410141,0.4072499871253967,0.445499986410141,2933,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.07317070544224338,1.0358409367556254,0.022218565670125284,1.1263768350244772,0.05992819113850532,0.0,0.4167849055773407,-1.0,0.0,0.36118160205235283,0.3770633101351371,0.3770633101351371,0.16678411166408003,0.08996726623059341,0.06724230090737845,3.0,-0.1960638132583068,-0.14240160254456594
2017-06-28 ,0.4207499921321869,0.4207499921321869,0.4207499921321869,0.4207499921321869,0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.5693128271213683,0.7853981767863434,0.5693128271213683,1.1324594584412817,-0.0,0.999999961600016,-1.0,-0.0,0.11471420094269578,0.13435968181061964,0.6662829361485152,0.3409214114044868,0.08706864987020338,-0.001449308180195015,2.0,0.20753718912649377,-0.027058875502954813
2017-06-29 ,0.4207499921321869,0.4207499921321869,0.4207499921321869,0.4207499921321869,0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.6747405511677194,0.7853981767863434,0.6747405511677194,1.1479421002635055,0.0,0.0,-1.0,0.0,0.43150380002114647,0.433219096965361,0.433219096965361,-0.029204783267981243,-0.18506309733623402,-0.1360658736032187,1.0,-0.1973536494340575,0.20180050119240028
2017-07-07 ,0.4095000028610229,0.4095000028610229,0.4095000028610229,0.4095000028610229,0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.5404198358669734,0.7853981830994727,0.5404198358669734,1.4711269618876708,0.0,0.0,-1.0,0.0,0.15356613449125928,0.17751818079074333,0.8642201574018025,0.044486620873263945,0.03684570207062259,0.11095439970342831,0.0,-0.3333333332222222,-0.20244541928027565
2017-07-13 ,0.3847500085830688,0.3847500085830688,0.3847500085830688,0.3847500085830688,4444,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0029325718233054253,0.7853981830994727,1.390941560611829,0.7853981830994727,1.222025141056406,-0.0,0.9999999729901241,-1.0,-0.0,0.1157976133864873,0.13558459771179965,0.6720284439263091,0.2426455701484612,0.09907947463759863,0.031116886283488018,-1.0,-0.9938695774836432,-0.06798984189408235
2017-07-20 ,0.3667500019073486,0.3667500019073486,0.3667500019073486,0.3667500019073486,0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.7853981875888147,0.8441536444969553,0.9097532831410899,0.8441536444969553,0.0,0.0,-1.0,0.0,0.29778067832898847,0.3217615486854995,1.4653056273618539,-0.6271345068938877,-0.43489003852117447,-0.26698475657938653,-2.0,-0.9855116821702468,-0.33026812213071055
