Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Low_High_Avg,RV,Sd,Rs,G,Rf,Sf,R*,Ss,P↑,P↓,Y_High,Y_Close,Y_Low,cos_θ1,sin_θ1,cos_θ2,sin_θ2,cos_θ3,sin_θ3,cos_θ4,sin_θ4,E_Low,E_High
2015-12-23 00:00:00,90.38205763907172,90.79809333081356,89.91979262442328,90.60394287109376,761800,0.0,0.0,90.35894297761844,0.00036674626716254506,1.0,2.1449127197265767,0.0,2.246604919433608,0.0,-2.024726867675767,1.1222415849673286,0.28056039624183216,0.7194396037581678,0.0069104256624753346,0.005815709808216758,0.012745202823248852,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,83.48307650552367,91.07170320136187
2015-12-24 00:00:00,90.51150079827426,90.65942195064484,89.95678413307564,90.22489166259766,327200,0.0,0.0,90.30810304186024,0.00015686183838627024,1.0,1.7658615112304688,0.0,-0.37905120849610796,0.0,-2.024726867675767,0.7606421537535649,0.5,0.5,-0.0006564689669145767,-0.0018006633480052033,0.0001766565530989554,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,83.48307650552367,91.07170320136187
2015-12-28 00:00:00,89.77186633525677,90.83507730218648,89.6054506443147,90.80734252929688,693000,0.0,0.0,90.22026397325058,0.00033437348925079483,1.0,2.3483123779296875,0.31434198010857983,0.5824508666992188,0.2912635761014928,-2.024726867675767,1.345175171543724,0.6275573689874238,0.37244263101257624,0.004099660126279392,0.013628665106550343,-0.008288090444465254,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,83.48307650552367,91.07170320136187
2015-12-29 00:00:00,91.18638094707973,92.4437421677755,91.18638094707973,91.8427963256836,864000,0.0,0.0,91.8150615574276,0.0004216348275400956,1.0,3.3837661743164062,0.0,1.6179046630859375,0.0,-2.024726867675767,2.0,0.5,0.5,0.021885869299149326,0.014135827003483445,0.021804414176383718,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,91.07170320136187,98.81832155035546
2015-12-30 00:00:00,91.6301775223056,91.90753936995482,90.80734630884568,90.8628158569336,660900,0.0,0.0,91.35744283940024,0.0003190799973100772,-1.0,-0.97998046875,0.0,-0.97998046875,0.0,3.3837661743164062,0.08387531244328995,0.9790311718891775,0.02096882811082249,-0.004449742910449685,-0.008205735942531168,-0.003186210654298559,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,83.48307650552367,98.81832155035546
2015-12-31 00:00:00,90.4467667244324,90.9090316995503,89.19865270233484,89.2171401977539,1189500,0.0,0.0,90.05384220094257,0.0005638847906173834,-1.0,-2.6256561279296875,0.0,-2.6256561279296875,0.0,3.3837661743164062,0.6021088432652681,0.849472789183683,0.15052721081631704,-0.01966049900829262,-0.03289558088664639,-0.03216955452800823,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,83.48307650552367,91.07170320136187
2016-01-04 00:00:00,87.08146997712558,87.72863805921955,86.11071080038154,87.25712585449219,2809000,0.0,0.0,86.91967442980055,0.0013023576914574226,-1.0,-4.585670471191406,0.0,-4.585670471191406,0.0,3.3837661743164062,1.8365594719566056,0.5408601320108486,0.4591398679891514,-0.08408627618642714,-0.05245599794418273,-0.08319194848197688,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,83.48307650552367,91.07170320136187
2016-01-05 00:00:00,88.14468483004767,88.86582413884159,87.44204712445969,88.70864868164062,1859400,0.0,0.0,88.15393563165064,0.0008764283685216543,1.0,1.4515228271484375,0.0,1.4515228271484375,0.0,-4.585670471191406,0.10019407828495384,0.02504851957123846,0.9749514804287616,0.00852521886760847,0.01092060622783856,0.010155641113065585,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,83.48307650552367,91.07170320136187
2016-01-06 00:00:00,87.30338358620209,89.19867324205406,87.05376354574423,89.02301025390625,2433200,0.0,0.0,88.12621839389914,0.001150953345555358,1.0,1.7658843994140625,0.0,1.7658843994140625,0.0,-4.585670471191406,0.14829238632418934,0.037073096581047335,0.9629269034189527,0.004892209310830931,0.004629132741500708,-0.005823700013488194,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,83.48307650552367,91.07170320136187
2016-01-07 00:00:00,87.6411378978288,89.43105771675751,86.47258741134273,87.58549499511719,2477700,0.3,0.0,87.95182256405012,0.0011530776275586903,1.0,0.328369140625,0.9694597131169616,-1.4375152587890625,0.4548148182242611,-4.585670471191406,0.005127657240883117,0.9888515248875472,0.01114847511245276,0.002649441133715124,-0.01657684043847729,-0.0068209245641301175,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,83.48307650552367,91.07170320136187
