Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Low_High_Avg,RV,Sd,Rs,G,Rf,Sf,R*,Ss,P↑,P↓,Y_High,Y_Close,Y_Low,cos_θ1,sin_θ1,cos_θ2,sin_θ2,cos_θ3,sin_θ3,cos_θ4,sin_θ4,E_Low,E_High
2015-12-28 00:00:00,31.385989490864947,31.573421613920654,31.161065938144073,31.40472984313965,126400,0.0,0.0,0.0,31.367243776032367,0,-1.0,-0.40297889709472656,0.04685299252736641,-0.40297889709472656,0.01351792590535277,1.6869106292724645,0.057066397655351354,0.9722154746808094,0.02778452531919061,-0.020623630535728896,-0.015146601549030277,-0.008188949894367921,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,28.053882506916956,33.69913734918544
2015-12-29 00:00:00,32.013882111105495,32.744877107556235,31.81707631591293,32.529327392578125,213300,0.0,0.0,0.0,32.28097671173458,0,1.0,1.1245975494384766,0.618528819215328,1.1245975494384766,0.3025001633709832,-0.40297889709472656,2.0,0.8025001633709832,0.19749983662901682,0.06147025604860867,0.05936611711284347,0.03515561027567894,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,28.053882506916956,33.69913734918544
2015-12-30 00:00:00,32.51058549178253,32.6417929384297,32.060742114104336,32.116973876953125,121800,0.0,0.0,0.0,32.35126752626702,0,1.0,0.7122440338134766,0.0,-0.412353515625,0.0,-0.40297889709472656,2.0,0.5,0.5,-0.0018004836533323642,-0.007284713033539417,0.004356431877293712,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,28.053882506916956,33.69913734918544
2015-12-31 00:00:00,31.77959712891899,32.17321240151023,31.29226580692124,31.30163955688477,156400,0.0,0.0,0.0,31.73273910421573,0,-1.0,-0.8153343200683558,0.5248105089916919,-1.2276878356933558,0.18273811484954305,0.7122440338134766,1.310429940188531,0.48965440010332417,0.5103455998966758,-0.018566418717403745,-0.03301706290472373,-0.031151767939761273,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,28.053882506916956,33.69913734918544
2016-01-04 00:00:00,29.727178086089992,29.792781810527273,28.65879959908778,29.502256393432617,507000,0.0,0.0,0.0,29.22579070480753,0,-1.0,-2.614717483520508,0.0,-3.027070999145508,0.0,0.7122440338134766,2.0,0.5,0.5,-0.24905961184171108,-0.19186398109473146,-0.2847947969779335,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,28.053882506916956,33.69913734918544
2016-01-05 00:00:00,29.830270550955145,30.355087881067995,29.614720799527227,29.998960494995117,257000,0.0,0.0,0.0,29.98490434029761,0,1.0,0.4967041015625,0.0,0.4967041015625,0.0,-2.614717483520508,0.03608659875720081,0.009021649689300203,0.9909783503106998,0.009477803089719029,0.008463052950040195,0.016630526470569503,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,28.053882506916956,33.69913734918544
2016-01-06 00:00:00,28.677550515919393,29.87713316938334,28.640062664239068,29.277341842651367,236500,0.0,0.0,0.0,29.258597916811205,0,-1.0,-0.72161865234375,0.018736934848710973,-0.72161865234375,0.0006741888920265599,0.4967041015625,2.0,0.49932581110797347,0.5006741888920265,-0.014604472883012727,-0.022405501195212327,-0.030792768517261596,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,28.053882506916956,33.69913734918544
2016-01-07 00:00:00,27.440473030631072,28.621313245398913,27.253037394946514,27.45921516418457,408300,0.0,0.0,0.0,27.937175320172713,0,-1.0,-2.539745330810547,0.0,-2.539745330810547,0.0,0.4967041015625,2.0,0.5,0.5,-0.07412441299815802,-0.1106469360915918,-0.08568492200621845,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,22.668345683282006,33.69913734918544
2016-01-08 00:00:00,27.852836786445053,28.1152463963176,26.090948798784275,26.222152709960938,339900,0.0,0.0,0.0,27.10309759755094,0,-1.0,-3.7768077850341797,0.0,-3.7768077850341797,0.0,0.4967041015625,2.0,0.5,0.5,-0.014850691331905364,-0.03836805929097189,-0.03627066798857633,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,22.668345683282006,33.69913734918544
2016-01-11 00:00:00,26.475193006021005,26.578282825130305,24.179113605535314,25.30372428894043,472400,0.0,0.0,0.0,25.37869821533281,0,-1.0,-4.6952362060546875,0.0,-4.6952362060546875,0.0,0.4967041015625,2.0,0.5,0.5,-0.07811174608346413,-0.0495460050065294,-0.10571332856543948,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,22.668345683282006,28.053882506916956
