Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,G,Gd,S,P↑,P↓,Y,Yd,Ydd,ϴ1,ϴ2,ϴ3,ϴ4,W,Wd,Pd,λ,E_Low,E_High,Ö,Öd,Ödd,I,Im,Id,M,Mσ,R
2016-06-02 ,92540.92326970014,94968.36580369595,87473.10464609484,91604.015625,478,0.0,0.0,0.0,3790.172325388022,-1.0,0.21190217232510894,0.21183338746761368,0.7881666125323863,-0.0009289195086389003,-0.0013714818766355553,6.362291506297144e-05,0.405741216113628,0.7853981628975124,1.570794097553985,0.8523533218433107,0.02552589346595587,0.3741785352399673,-0.5763332250647726,4.511416354617759,90599.74626526967,64767.27131384586,0.1788492014750835,0.0,0.0,0.0,0.0,0.0,-0.0021750246943471256,-0.0021750246943471256,1.0481921975542865
2016-06-03 ,72951.0217265453,73036.195131947,57875.32897044662,58045.67578125,1445,0.0,0.0,0.0,27723.94749997101,-1.0,0.607842906456497,0.5733221231616965,0.42667787683830355,-0.22424596755532275,-0.0010815813640590217,7.194763889395991e-05,0.4941995551751369,0.7853981628975423,1.360611249004915,0.6175569596017743,-0.01285258913123403,-0.01918924129859495,0.14664424632339296,4.512608409153209,90607.7242354661,64772.9744369401,-0.2774837464510872,0.0,0.0,-1.0,-0.999588148688586,0.0,-0.4533228883469741,-0.06232807318136405,7.284861400509094
2016-06-06 ,58088.26785368217,61452.61767805232,54510.98449612403,54936.8515625,743,0.0,0.0,0.0,27723.93749997101,-1.0,0.6458330298728133,0.6428988929706533,0.3571011070293468,-0.027515973414998802,0.04529052039199252,6.601891185071968e-05,0.111988984416294,1.5492177286812154,0.08314123180568539,-0.08314123197120264,-0.9187490276762714,-0.4529482192725187,0.2857977859413065,4.714175537599912,91937.00949425949,58052.70915109897,-0.28504314754136395,0.0,0.0,-2.0,-0.8668965948199637,0.0,-0.05729480171028508,-0.06165697031855352,0.9307605850935812
2016-06-07 ,57108.78121783776,57917.92875187126,54127.71135560909,56895.84765625,716,0.0,0.0,0.0,27723.92749997101,-1.0,0.6788316170401062,0.6788316170401062,0.3211683829598938,0.01751720299550413,0.014534441181551045,-0.0003985635351789424,0.7853981628974914,-0.7853981638974915,1.2881322699317912,-1.2881322717762043,-0.1096693295981184,0.4045398490390765,0.3576632340802124,5.052362162929428,94084.6117300426,54938.33068024849,-0.233980536684418,0.0,0.0,-1.0,-0.3290925344089895,0.06634577693431115,0.03729924910216299,-0.04846280772912465,0.771238289370469
2016-06-08 ,49272.825767721864,51018.88095914502,46291.75592870671,49187.65234375,1022,0.0,0.0,0.0,27723.91749997101,-1.0,1.0,1.0,0.0,-0.07266158556702974,0.005582994022466919,-0.00031757994695884485,0.7853981628975897,-0.7853981638975898,1.462786385546477,-1.4627863875232354,0.0808101854759833,0.09523975753705086,1.0,5.5842662296586205,97276.35800192213,54979.71557086756,-0.39661752093167785,0.0,0.0,-2.0,0.33584404248004535,0.2689020302054871,-0.22424537116690882,-0.07190048285416255,3.1231735811914314
2016-06-09 ,49613.52316872133,50507.844187213304,45695.54537342317,46419.51953125,850,0.0,0.0,0.0,27723.90749997101,-1.0,1.0,1.0,0.0,-0.028953192090224664,0.008480650146498809,-0.00022157269315021145,0.8488964916750468,-0.8488964928017023,0.7853981628975121,-0.7853981638975122,-0.2609953782637614,-0.17090278186987234,1.0,5.018139733482573,93871.72945882104,49231.60831054536,-0.3815125160318916,0.0,0.0,-3.0,-0.3213712017579484,0.3324682884445174,-0.08935422006102313,-0.07422764781507729,1.2054101633432488
2016-06-10 ,45269.68057683888,49485.76559763573,43693.97203371278,48634.03125,1073,0.0,0.0,0.0,27723.897499971008,-1.0,1.0,1.0,0.0,0.023297517036963006,0.005874206153416514,-0.0002335323015104806,0.8621708729354223,-0.862170874088365,0.7853981628982869,-0.7853981638982869,-0.1082261772253541,0.07638460051920365,1.0,4.904313030455157,93156.62318397842,46462.694270709304,-0.3021424395207828,0.0,0.0,-2.0,-0.19731672433549205,-0.32860762211899686,0.07189989475803166,-0.0547439754719961,1.3157881383443424
2016-06-13 ,44503.11315345933,50805.94640390141,44290.17959770115,48165.5703125,932,0.0,0.0,0.0,298.09221668810846,1.0,0.04069568915090889,0.9593886158329382,0.04061138416706181,-0.004839492414620444,0.002566646455031238,-0.00020982139461417877,1.0986749038068784,-1.0986749053932348,0.785398162897698,-0.7853981638976981,0.10201808511333349,0.1051221311693438,0.9187772316658764,4.9125219708169,93208.56334875136,46437.01330998452,-0.31182376344259555,0.0,0.0,-3.0,0.20198381793756973,0.062027238711228186,-0.014059841547417575,-0.0493194242820523,0.28565635930334216
2016-06-14 ,47782.29037547032,53190.802744173285,47739.703663905726,50933.70703125,864,0.0,0.0,0.0,298.0822166881085,1.0,0.03138754662224092,0.968612453377759,0.03138754662224092,0.02793296573846894,0.00263113517836966,-0.00016590920201828887,1.4204246565791048,0.3409816474017258,0.5880026030863574,0.665975933770752,-0.021637843496598457,-0.061827964304965975,0.9372249067555181,5.427027953784855,96354.75016852848,46472.02076202855,-0.27291863610052014,0.0,0.0,-2.0,-0.19956814264829179,0.1996502711365309,0.08225142345613062,-0.03177664458362791,2.5965952056248507
2016-06-15 ,50593.01295072115,51913.20099909855,42714.47137169471,44290.1796875,1116,0.0,0.0,0.0,298.0722166881085,1.0,0.028451965300672625,0.9724975937904534,0.027502406209546488,-0.0697674456764414,0.0008331084398937475,-0.0001497585131090012,0.9337259649254327,0.4918091512463932,0.7853981628975266,0.35470565965189543,0.16046030767669842,0.09104907558664843,0.944995187580907,5.751500530395118,98237.76290783922,46427.777055920014,-0.42188133300567326,0.0,0.0,-3.0,0.2023595276855135,-0.20077598029293076,-0.20661506515377007,-0.0550884339929802,3.7574277016171522
