Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Low_High_Avg,RV,Sd,Rs,G,Rf,Sf,R*,Ss,P↑,P↓,Y_High,Y_Close,Y_Low,cos_θ1,sin_θ1,cos_θ2,sin_θ2,cos_θ3,sin_θ3,cos_θ4,sin_θ4
2017-06-08 00:00:00,20.459999084472656,20.715999603271484,20.010000228881836,20.450000762939453,19300,0.0,0.0,20.36299991607666,7.125678379735084e-06,-1.0,-0.34999847412109375,0.0,-0.8799991607666016,0.0,0.4500007629394531,0.6049309457462982,0.8487672635634255,0.15123273643657456,-0.005944816572102443,-0.008796175096754823,-0.006751410572063188,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-09 00:00:00,20.25,20.399999618530273,20.06999969482422,20.06999969482422,3500,0.0,0.0,20.23499965667725,1.2682094619744897e-06,-1.0,-0.7299995422363281,0.0,-1.260000228881836,0.0,0.4500007629394531,2.0,0.5,0.5,-0.0027875132697415283,-0.0034013874639478624,0.0005429507079056395,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-12 00:00:00,20.479999542236328,21.020000457763672,20.190000534057617,21.020000457763672,19800,0.0,0.0,20.605000495910645,7.514039785842287e-06,1.0,0.9500007629394531,0.3040008544921875,0.9500007629394531,0.10240041118429308,-0.7299995422363281,1.6935683645264306,0.5257925023159007,0.4742074976840993,0.169359406693928,0.2615862745381233,0.033723889054196494,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-13 00:00:00,20.5,21.280000686645508,20.450000762939453,21.0,4400,0.0,0.0,20.86500072479248,1.6681978228809222e-06,1.0,0.9300003051757812,0.0,-0.020000457763671875,0.0,-0.7299995422363281,1.623009293189264,0.5,0.5,0.0027318121549528384,-0.00021154431800505516,0.0028433969880152167,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-14 00:00:00,21.190000534057617,21.440000534057617,20.90999984741211,21.299999237060547,15000,0.0,0.0,21.175000190734863,5.768281226400926e-06,1.0,1.2299995422363281,0.0,0.2999992370605469,0.0,-0.7299995422363281,2.0,0.5,0.5,0.025536236408355475,0.04835577731648152,0.07583069022844215,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-15 00:00:00,20.729999542236328,21.38999938964844,20.326000213623047,20.549999237060547,20000,0.0,0.0,20.857999801635746,7.4202303003179685e-06,-1.0,-0.75,0.12400054931640625,-0.75,0.027335353299147557,1.2299995422363281,0.3718027752571347,0.8797139528865687,0.12028604711343123,-0.0031131539885279284,-0.04778972695152536,-0.037766329286685406,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-16 00:00:00,20.899999618530273,21.770000457763672,20.290000915527344,20.979999542236328,6600,0.0,0.0,21.030000686645508,2.4999135400286703e-06,-1.0,-0.31999969482421875,0.3299999237060547,0.43000030517578125,0.5889659008715856,1.2299995422363281,0.06768450056646343,0.10307539661627552,0.8969246033837245,0.0058109524059947485,0.00683361930551014,-0.0005849797144631178,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-19 00:00:00,20.829999923706055,21.28700065612793,20.1200008392334,20.13999938964844,12500,0.0,0.0,20.703500747680664,4.5451167660490576e-06,-1.0,-1.1599998474121058,0.0,-0.8400001525878871,0.0,1.2299995422363281,0.8894181026957709,0.7776454743260572,0.22235452567394273,-0.0424912245589584,-0.07737886290010079,-0.015935156024974632,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-20 00:00:00,20.219999313354492,20.8799991607666,20.003999710083008,20.700000762939453,7200,0.0,0.0,20.441999435424805,2.69078152257421e-06,-1.0,-0.5999984741210938,0.0,0.5600013732910121,0.0,1.2299995422363281,0.23795256587061278,0.5,0.5,-0.01111925735035091,0.01579631683694709,-0.003330507899305836,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-21 00:00:00,20.36000061035156,20.59000015258789,19.0,20.59000015258789,59700,0.0,0.0,19.795000076293945,2.219250159774458e-05,-1.0,-0.7099990844726562,0.0,-0.1100006103515625,0.0,1.2299995422363281,0.33320052559230384,0.9166998686019241,0.08330013139807596,-0.11596697127060097,-0.044179625766103715,-0.42687062820822463,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-22 00:00:00,20.190000534057617,20.510000228881836,19.059999465942383,20.010000228881836,14500,0.0,0.0,19.78499984741211,5.2383037105646944e-06,-1.0,-1.289999008178711,0.0,-0.6900005340576172,0.0,1.2299995422363281,1.0999396389334068,0.7250150902666483,0.2749849097333517,-0.0009455215110192171,-0.006939458222738549,0.0007657769213665766,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-23 00:00:00,20.149999618530273,20.149999618530273,19.950000762939453,20.0,1100,0.0,0.0,20.050000190734863,3.9718995782879096e-07,-1.0,-1.2999992370605469,0.0,-0.7000007629394531,0.0,1.2299995422363281,1.1170594713972593,0.7207351321506852,0.2792648678493148,-0.001343354217049106,-3.792242183278773e-05,0.0034615400859292346,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-26 00:00:00,19.76499938964844,19.76499938964844,19.76499938964844,19.76499938964844,300,0.0,0.0,19.76499938964844,1.0705171737355286e-07,-1.0,-1.5349998474121058,0.0,-0.9350013732910121,0.0,1.2299995422363281,1.5574236799309529,0.6106440800172618,0.3893559199827382,-0.0052611832660100066,-0.003223491841275333,-0.0025408495427222157,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-27 00:00:00,20.25,20.989999771118164,20.15999984741211,20.93000030517578,7100,0.0,0.0,20.574999809265137,2.6828918256291994e-06,1.0,1.1650009155273402,0.8400001525878906,1.1650009155273402,0.5198836945550065,-1.5349998474121058,0.5760177415196187,0.6638881299349112,0.3361118700650888,1.4227297898066311,1.355040596678208,0.4682952709186702,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-28 00:00:00,20.09000015258789,20.8700008392334,20.010000228881836,20.760000228881836,6200,0.0,0.0,20.440000534057617,2.3237779279863027e-06,-1.0,-0.1700000762939453,0.0,-0.1700000762939453,0.0,1.1650009155273402,0.021293433673289366,0.9946766415816777,0.005323358418322341,-0.005006583762357027,-0.007121648786114106,-0.006521562466008004,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-29 00:00:00,20.11000061035156,20.760000228881836,20.11000061035156,20.75,18300,0.0,0.0,20.4350004196167,6.855588942569894e-06,-1.0,-0.18000030517578125,0.0,-0.18000030517578125,0.0,1.1650009155273402,0.023872282738314765,0.9940319293154213,0.005968070684578691,-0.015598328731490745,-0.0014221539118326057,0.014713978569257536,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-06-30 00:00:00,20.559999465942383,21.34000015258789,20.549999237060547,21.209999084472656,37400,0.0,0.0,20.94499969482422,1.4321477691247663e-05,1.0,0.45999908447265625,0.4699993133544922,0.45999908447265625,1.0439519558509234,-0.18000030517578125,2.0,1.0,0.0,0.05631140259349823,0.04480969680896077,0.04423178403519966,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-07-03 00:00:00,20.760000228881836,20.850000381469727,20.5,20.670000076293945,46000,0.0,0.0,20.675000190734863,1.7166188958941716e-05,-1.0,-0.5399990081787109,0.0,-0.5399990081787109,0.0,0.45999908447265625,1.3780722569123,0.655481935771925,0.344518064228075,-0.028569495503680823,-0.03171776105142348,-0.0029961699864276864,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-07-05 00:00:00,20.15999984741211,20.59000015258789,20.0,20.309999465942383,48000,0.0,0.0,20.295000076293945,1.7600569813920922e-05,-1.0,-0.8999996185302734,0.0,-0.8999996185302734,0.0,0.45999908447265625,2.0,0.5,0.5,-0.013093850538748637,-0.018333470717317172,-0.025764895330112718,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-07-06 00:00:00,20.5,20.690000534057617,20.219999313354492,20.399999618530273,59300,0.0,0.0,20.454999923706055,2.184039212726134e-05,1.0,0.09000015258789062,0.0,0.09000015258789062,0.0,-0.8999996185302734,0.010000042385588053,0.0025000105963970134,0.997499989403603,0.005985568599115446,0.005462426480477701,0.013515207509370486,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-07-07 00:00:00,20.290000915527344,20.84000015258789,20.0,20.329999923706055,29800,0.0,0.0,20.420000076293945,1.0937780909464215e-05,1.0,0.020000457763671875,0.0,-0.06999969482421875,0.0,-0.8999996185302734,0.0004938501850078541,0.5,0.5,0.0036301099782368226,-0.001727322013395606,-0.0054975708224404285,0.9895037306012663,-0.14450732551042772,1.0,0.0,1.0,0.0,0.9944068825736361,0.10561700568650265
2017-07-11 00:00:00,20.010000228881836,20.5,19.700000762939453,20.209999084472656,19600,0.0,0.0,20.100000381469727,7.1515131912726965e-06,-1.0,-0.12000083923339844,0.0,-0.12000083923339844,0.0,0.020000457763671875,2.0,0.5,0.5,-0.01081878377398348,-0.003893770518333512,-0.009940298773329184,0.9253234201634153,-0.3791788075526897,1.0,0.0,0.9928152704379539,-0.11965717189208643,0.9975376999937413,0.0701322828032604
2017-07-12 00:00:00,20.020000457763672,20.219999313354492,19.36000061035156,20.219999313354492,22500,0.0,0.0,19.789999961853027,8.213707508082395e-06,-1.0,-0.1100006103515625,0.0,0.010000228881835938,0.0,0.020000457763671875,2.0,0.5,0.5,-0.015787296910104436,0.0005678879564020564,-0.019984960772712265,0.9365942076175516,-0.3504158818564743,1.0,0.0,0.9818612970967181,-0.18960061514549542,0.9994419588968405,0.033403155486363925
2017-07-13 00:00:00,19.899999618530273,20.350000381469727,19.75,20.350000381469727,7800,0.0,0.0,20.050000190734863,2.8657255994540166e-06,1.0,0.13000106811523438,0.0,0.1400012969970703,0.0,-0.1100006103515625,1.3967016665447687,0.34917541663619217,0.6508245833638078,0.0022216927426974608,0.0022216927426974608,0.0069138218512671224,0.9770979307435325,-0.21279011663305006,1.0,0.0,0.9977851578566089,-0.06651901052377393,0.8872170967712055,0.4613521683019094
2017-07-14 00:00:00,20.149999618530273,20.6299991607666,19.86000061035156,20.6299991607666,6200,0.0,0.0,20.24499988555908,2.3092262126987205e-06,1.0,0.4099998474121094,0.0,0.4200000762939453,0.0,-0.1100006103515625,2.0,0.5,0.5,0.01086203683493126,0.01086203683493126,0.004414863985853422,0.9971648173373518,-0.07524843562869458,1.0,0.0,0.9994380574170215,-0.03351968655119689,0.9410843021251563,0.3381720513194544
2017-07-17 00:00:00,20.11000061035156,20.479999542236328,20.010000228881836,20.06999969482422,14200,0.0,0.0,20.24499988555908,5.145306960010787e-06,1.0,-0.14999961853027344,0.0,-0.5599994659423828,0.0,0.4099998474121094,0.1338483183022197,0.9665379204244451,0.03346207957555492,-0.016713574519424675,-0.06302601759512762,0.017233383806202065,0.9951144490404249,-0.09872807762218165,1.0,0.0,1.0,0.0,0.9582061821717655,0.2860785074901806
