Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2016-06-21 ,18.469999313354492,18.6200008392334,18.389999389648438,18.440000534057617,0,0.0,0.0,0.0
2016-06-22 ,18.665000915527344,18.665000915527344,18.434999465942383,18.434999465942383,0,0.0,0.0,0.0
2016-06-23 ,18.28700065612793,18.28700065612793,18.28700065612793,18.28700065612793,0,0.0,0.0,0.0
2016-06-24 ,18.35700035095215,18.35700035095215,18.35700035095215,18.35700035095215,0,0.0,0.0,0.0
2016-06-27 ,17.875999450683594,17.875999450683594,17.875999450683594,17.875999450683594,0,0.0,0.0,0.0
2016-06-28 ,16.781999588012695,16.781999588012695,16.781999588012695,16.781999588012695,0,0.0,0.0,0.0
2016-08-03 ,16.899999618530273,16.989999771118164,16.895000457763672,16.94499969482422,0,0.0,0.0,0.0
2016-08-19 ,15.8100004196167,15.914999961853027,15.755000114440918,15.914999961853027,0,0.0,0.0,0.0
2016-08-22 ,15.975000381469727,16.030000686645508,15.845000267028809,15.880000114440918,0,0.0,0.0,0.0
2016-08-23 ,15.880000114440918,16.364999771118164,15.880000114440918,16.360000610351562,0,0.0,0.0,0.0
2016-08-24 ,16.375,16.485000610351562,16.354999542236328,16.485000610351562,0,0.0,0.0,0.0
2016-09-06 ,17.545000076293945,17.545000076293945,17.200000762939453,17.200000762939453,0,0.0,0.0,0.0
2016-09-07 ,17.225000381469727,17.405000686645508,17.204999923706055,17.3700008392334,0,0.0,0.0,0.0
2016-09-08 ,17.295000076293945,17.309999465942383,17.139999389648438,17.235000610351562,0,0.0,0.0,0.0
2016-09-09 ,16.959999084472656,16.959999084472656,16.725000381469727,16.725000381469727,0,0.0,0.0,0.0
2016-09-12 ,16.274999618530273,16.459999084472656,16.209999084472656,16.44499969482422,0,0.0,0.0,0.0
2016-09-13 ,16.665000915527344,16.665000915527344,16.1200008392334,16.1200008392334,0,0.0,0.0,0.0
2016-09-14 ,16.1299991607666,16.18000030517578,16.020000457763672,16.075000762939453,0,0.0,0.0,0.0
2016-09-15 ,16.0,16.204999923706055,15.9350004196167,16.204999923706055,0,0.0,0.0,0.0
2016-09-16 ,16.239999771118164,16.350000381469727,16.190000534057617,16.325000762939453,0,0.0,0.0,0.0
2016-09-19 ,16.364999771118164,16.40999984741211,16.30500030517578,16.30500030517578,0,0.0,0.0,0.0
2016-09-20 ,16.44499969482422,16.46500015258789,16.350000381469727,16.405000686645508,0,0.0,0.0,0.0
2016-09-21 ,16.55500030517578,16.55500030517578,16.395000457763672,16.395000457763672,0,0.0,0.0,0.0
2016-09-22 ,16.469999313354492,16.774999618530273,16.450000762939453,16.700000762939453,0,0.0,0.0,0.0
2016-09-23 ,16.934999465942383,16.934999465942383,16.75,16.905000686645508,0,0.0,0.0,0.0
2016-09-26 ,16.829999923706055,16.829999923706055,16.604999542236328,16.684999465942383,0,0.0,0.0,0.0
2016-09-27 ,16.764999389648438,16.850000381469727,16.665000915527344,16.829999923706055,0,0.0,0.0,0.0
2016-09-28 ,16.915000915527344,17.010000228881836,16.829999923706055,16.940000534057617,0,0.0,0.0,0.0
2016-09-29 ,17.239999771118164,17.239999771118164,17.0,17.094999313354492,0,0.0,0.0,0.0
2016-09-30 ,16.950000762939453,17.190000534057617,16.950000762939453,17.190000534057617,0,0.0,0.0,0.0
2016-10-13 ,16.875,16.899999618530273,16.704999923706055,16.850000381469727,0,0.0,0.0,0.0
2016-10-14 ,16.760000228881836,17.05500030517578,16.760000228881836,17.05500030517578,0,0.0,0.0,0.0
2016-11-10 ,16.415000915527344,16.674999237060547,16.260000228881836,16.530000686645508,0,0.0,0.0,0.0
2016-11-11 ,16.5,17.18000030517578,16.399999618530273,17.135000228881836,0,0.0,0.0,0.0
2016-11-14 ,17.395000457763672,17.549999237060547,17.280000686645508,17.315000534057617,0,0.0,0.0,0.0
2017-01-23 ,17.719999313354492,17.954999923706055,17.704999923706055,17.954999923706055,0,0.0,0.0,0.0
2017-01-24 ,18.010000228881836,18.19499969482422,17.96500015258789,18.19499969482422,0,0.0,0.0,0.0
2017-01-25 ,18.459999084472656,18.545000076293945,18.424999237060547,18.485000610351562,0,0.0,0.0,0.0
2017-01-26 ,18.600000381469727,18.639999389648438,18.28499984741211,18.28499984741211,0,0.0,0.0,0.0
2017-01-27 ,18.2450008392334,18.260000228881836,18.15999984741211,18.18000030517578,0,0.0,0.0,0.0
2017-01-30 ,18.09000015258789,18.184999465942383,17.834999084472656,17.989999771118164,0,0.0,0.0,0.0
2017-01-31 ,17.920000076293945,17.94499969482422,17.6299991607666,17.7450008392334,0,0.0,0.0,0.0
2017-02-01 ,18.065000534057617,18.104999542236328,17.610000610351562,17.655000686645508,0,0.0,0.0,0.0
2017-02-02 ,17.475000381469727,17.600000381469727,17.350000381469727,17.485000610351562,0,0.0,0.0,0.0
2017-02-03 ,17.520000457763672,17.979999542236328,17.520000457763672,17.975000381469727,0,0.0,0.0,0.0
2017-02-06 ,18.149999618530273,18.174999237060547,17.795000076293945,17.795000076293945,0,0.0,0.0,0.0
2017-02-07 ,17.875,18.0,17.80500030517578,17.80500030517578,0,0.0,0.0,0.0
2017-02-08 ,17.979999542236328,18.014999389648438,17.674999237060547,17.809999465942383,0,0.0,0.0,0.0
2017-03-10 ,20.780000686645508,20.780000686645508,20.434999465942383,20.434999465942383,0,0.0,0.0,0.0
2017-03-13 ,20.44499969482422,20.75,20.44499969482422,20.639999389648438,0,0.0,0.0,0.0
