Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-12-28 ,20.25,20.25,19.954999923706055,20.0049991607666,0,0.0,0.0,0.0
2015-12-29 ,20.420000076293945,20.549999237060547,20.415000915527344,20.434999465942383,0,0.0,0.0,0.0
2016-01-11 ,17.510000228881836,17.739999771118164,17.475000381469727,17.475000381469727,0,0.0,0.0,0.0
2016-01-12 ,17.549999237060547,17.885000228881836,17.520000457763672,17.520000457763672,0,0.0,0.0,0.0
2016-01-13 ,18.075000762939453,18.15999984741211,17.459999084472656,17.459999084472656,0,0.0,0.0,0.0
2016-01-14 ,17.43000030517578,17.7549991607666,17.2450008392334,17.725000381469727,0,0.0,0.0,0.0
2016-01-15 ,17.59000015258789,17.59000015258789,17.0049991607666,17.0049991607666,0,0.0,0.0,0.0
2016-01-19 ,17.774999618530273,17.860000610351562,17.344999313354492,17.344999313354492,0,0.0,0.0,0.0
2016-01-20 ,16.764999389648438,17.125,16.670000076293945,16.84000015258789,0,0.0,0.0,0.0
2016-01-21 ,17.165000915527344,17.424999237060547,17.125,17.375,0,0.0,0.0,0.0
2016-01-22 ,17.5049991607666,17.59000015258789,17.325000762939453,17.440000534057617,0,0.0,0.0,0.0
2016-01-25 ,17.510000228881836,17.510000228881836,17.084999084472656,17.084999084472656,0,0.0,0.0,0.0
2016-01-26 ,16.6200008392334,16.815000534057617,16.489999771118164,16.625,0,0.0,0.0,0.0
2016-01-28 ,16.174999237060547,16.2549991607666,15.899999618530273,16.059999465942383,0,0.0,0.0,0.0
2016-01-29 ,16.170000076293945,16.399999618530273,16.084999084472656,16.350000381469727,0,0.0,0.0,0.0
2016-02-01 ,16.454999923706055,16.610000610351562,16.329999923706055,16.459999084472656,0,0.0,0.0,0.0
2016-02-02 ,16.5049991607666,16.514999389648438,16.264999389648438,16.405000686645508,0,0.0,0.0,0.0
2016-02-03 ,16.280000686645508,16.3799991607666,15.654999732971191,15.9399995803833,0,0.0,0.0,0.0
2016-02-04 ,16.174999237060547,16.174999237060547,15.78499984741211,15.835000038146973,0,0.0,0.0,0.0
2016-02-05 ,15.649999618530273,15.720000267028809,15.130000114440918,15.25,0,0.0,0.0,0.0
2016-02-08 ,15.0,15.0,14.425000190734863,14.6850004196167,0,0.0,0.0,0.0
2016-02-09 ,14.460000038146973,14.640000343322754,14.3149995803833,14.324999809265137,0,0.0,0.0,0.0
2016-02-10 ,14.385000228881836,15.050000190734863,14.385000228881836,14.930000305175781,0,0.0,0.0,0.0
2016-02-11 ,14.475000381469727,14.475000381469727,14.15999984741211,14.194999694824219,0,0.0,0.0,0.0
2016-02-12 ,14.545000076293945,14.744999885559082,14.545000076293945,14.609999656677246,0,0.0,0.0,0.0
2016-02-16 ,15.119999885559082,15.345000267028809,15.015000343322754,15.345000267028809,0,0.0,0.0,0.0
2016-02-17 ,15.164999961853027,15.739999771118164,15.164999961853027,15.710000038146973,0,0.0,0.0,0.0
2016-02-18 ,15.720000267028809,16.190000534057617,15.694999694824219,15.920000076293945,0,0.0,0.0,0.0
2016-02-19 ,16.0,16.125,15.899999618530273,16.125,0,0.0,0.0,0.0
2016-03-23 ,17.69700050354004,17.69700050354004,17.69700050354004,17.69700050354004,0,0.0,0.0,0.0
2016-04-04 ,17.92300033569336,17.92300033569336,17.92300033569336,17.92300033569336,0,0.0,0.0,0.0
2016-04-05 ,17.73699951171875,17.73699951171875,17.73699951171875,17.73699951171875,0,0.0,0.0,0.0
2016-04-06 ,17.906999588012695,17.906999588012695,17.906999588012695,17.906999588012695,0,0.0,0.0,0.0
2016-04-07 ,17.76099967956543,17.76099967956543,17.76099967956543,17.76099967956543,0,0.0,0.0,0.0
2016-04-08 ,17.420000076293945,17.420000076293945,17.420000076293945,17.420000076293945,0,0.0,0.0,0.0
2016-04-11 ,17.184999465942383,17.184999465942383,17.184999465942383,17.184999465942383,0,0.0,0.0,0.0
2016-04-12 ,16.983999252319336,16.983999252319336,16.983999252319336,16.983999252319336,0,0.0,0.0,0.0
2016-04-13 ,17.190000534057617,17.190000534057617,17.190000534057617,17.190000534057617,0,0.0,0.0,0.0
2016-04-14 ,17.905000686645508,17.905000686645508,17.905000686645508,17.905000686645508,0,0.0,0.0,0.0
2016-04-15 ,17.969999313354492,17.969999313354492,17.969999313354492,17.969999313354492,0,0.0,0.0,0.0
2016-04-18 ,17.924999237060547,18.065000534057617,17.8700008392334,18.014999389648438,0,0.0,0.0,0.0
2016-04-19 ,17.93899917602539,17.93899917602539,17.93899917602539,17.93899917602539,0,0.0,0.0,0.0
2016-04-20 ,17.884000778198242,17.884000778198242,17.884000778198242,17.884000778198242,0,0.0,0.0,0.0
2016-04-21 ,18.450000762939453,18.639999389648438,18.354999542236328,18.385000228881836,0,0.0,0.0,0.0
2016-04-22 ,18.253000259399414,18.253000259399414,18.253000259399414,18.253000259399414,0,0.0,0.0,0.0
2016-04-25 ,18.655000686645508,18.665000915527344,18.21500015258789,18.334999084472656,0,0.0,0.0,0.0
2016-04-26 ,18.20800018310547,18.20800018310547,18.20800018310547,18.20800018310547,0,0.0,0.0,0.0
2016-04-27 ,18.32699966430664,18.32699966430664,18.32699966430664,18.32699966430664,0,0.0,0.0,0.0
2016-04-28 ,18.003999710083008,18.003999710083008,18.003999710083008,18.003999710083008,0,0.0,0.0,0.0
2016-04-29 ,17.652000427246094,17.652000427246094,17.652000427246094,17.652000427246094,0,0.0,0.0,0.0
2016-05-02 ,17.274999618530273,17.274999618530273,17.274999618530273,17.274999618530273,0,0.0,0.0,0.0
2016-05-03 ,17.527999877929688,17.527999877929688,17.527999877929688,17.527999877929688,0,0.0,0.0,0.0
2016-05-04 ,17.30299949645996,17.30299949645996,17.30299949645996,17.30299949645996,0,0.0,0.0,0.0
2016-05-05 ,17.034000396728516,17.034000396728516,17.034000396728516,17.034000396728516,0,0.0,0.0,0.0
2016-05-06 ,16.87700080871582,16.87700080871582,16.87700080871582,16.87700080871582,0,0.0,0.0,0.0
2016-05-09 ,17.198999404907227,17.198999404907227,17.198999404907227,17.198999404907227,0,0.0,0.0,0.0
2016-05-10 ,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,0.0,0.0,0.0
2016-05-11 ,17.724000930786133,17.724000930786133,17.724000930786133,17.724000930786133,0,0.0,0.0,0.0
2016-05-12 ,17.645000457763672,17.645000457763672,17.645000457763672,17.645000457763672,0,0.0,0.0,0.0
2016-05-13 ,17.334999084472656,17.334999084472656,17.334999084472656,17.334999084472656,0,0.0,0.0,0.0
2016-05-26 ,17.6560001373291,17.6560001373291,17.6560001373291,17.6560001373291,0,0.0,0.0,0.0
2016-05-27 ,17.920000076293945,18.290000915527344,17.920000076293945,18.270000457763672,0,0.0,0.0,0.0
2016-05-31 ,18.5,18.579999923706055,18.354999542236328,18.5049991607666,0,0.0,0.0,0.0
2016-06-01 ,18.575000762939453,18.575000762939453,18.344999313354492,18.540000915527344,0,0.0,0.0,0.0
2016-06-02 ,18.514999389648438,18.674999237060547,18.4950008392334,18.674999237060547,0,0.0,0.0,0.0
2016-06-03 ,18.934999465942383,18.959999084472656,18.200000762939453,18.354999542236328,0,0.0,0.0,0.0
2016-06-06 ,18.450000762939453,18.69499969482422,18.440000534057617,18.69499969482422,0,0.0,0.0,0.0
2016-06-07 ,18.799999237060547,19.065000534057617,18.799999237060547,19.024999618530273,0,0.0,0.0,0.0
2016-06-08 ,19.1299991607666,19.2549991607666,19.040000915527344,19.184999465942383,0,0.0,0.0,0.0
2016-06-09 ,19.084999084472656,19.235000610351562,19.06999969482422,19.184999465942383,0,0.0,0.0,0.0
2016-06-10 ,19.21500015258789,19.21500015258789,18.854999542236328,18.895000457763672,0,0.0,0.0,0.0
2016-06-13 ,18.7450008392334,18.774999618530273,18.485000610351562,18.520000457763672,0,0.0,0.0,0.0
2016-06-14 ,18.309999465942383,18.309999465942383,18.309999465942383,18.309999465942383,0,0.0,0.0,0.0
2016-06-15 ,18.332000732421875,18.332000732421875,18.332000732421875,18.332000732421875,0,0.0,0.0,0.0
2016-06-16 ,18.17799949645996,18.17799949645996,18.17799949645996,18.17799949645996,0,0.0,0.0,0.0
2016-06-17 ,18.47599983215332,18.47599983215332,18.224000930786133,18.224000930786133,0,0.0,0.0,0.0
2016-06-20 ,18.299999237060547,18.625,18.299999237060547,18.604999542236328,0,0.0,0.0,0.0
