Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,G,Gd,S,P↑,P↓,Y,ϴ1,ϴ2,ϴ3,ϴ4,W,Wd,Yd,Pd,λ,E_Low,E_High,Ö,Öd,Ödd,I,Im,Id,W_0,W_1,W_2,W_3,W_4,W_5,W_6,W_7,W_8,W_9,W_10,W_11,W_12,W_13,Ds
2020-03-31 ,9.979999542236328,10.0,9.979999542236328,10.0,700,0.0,0.0,0.029999885559082035,1.0,0.09999955495226864,0.9000004450477314,0.09999955495226864,0.005025144893802461,1.373395764778917,0.09065988793025587,0.789961840368533,0.3120399169347564,0.2606081356038897,0.13030406780194484,-0.17255493734081973,0.8000008900954627,8.900012468469003,7.493303232007144,14.911267513331318,-0.055478334699112786,0.008942669328765272,-0.0042509192502600095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01 ,10.109999656677246,10.109999656677246,9.869999885559082,9.96500015258789,11800,0.0,0.0,0.019999885559082026,1.0,0.04878022683500961,0.9512558875941332,0.04874411240586686,-0.0017530602126027356,1.3343382220001823,0.1543857528347134,1.550718210848921,0.0624188101837283,0.2623404891672359,0.0008661767816731114,-0.9999998524683398,0.9025117751882663,8.9448268071507,7.507131817256486,14.938056978173819,-0.060803827983165554,-0.002662746642026384,-0.005802707985395828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-02 ,9.989999771118164,9.989999771118164,9.899999618530272,9.90999984741211,1200,0.0,0.0,0.00999988555908203,1.0,0.026384942502705015,0.9736466709752715,0.02635332902472856,-0.002767310952240566,1.2905974725831981,0.039468235957918534,0.039468235957918534,0.06241881038159145,-0.08432572515781143,-0.17333310716252368,-0.22437328225451308,0.9472933419505429,8.93385825079098,7.503751665935966,14.931508671014196,-0.06589405389355565,-0.00254511295519505,5.88168434156669e-05,-1.0,-0.9992217123728689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-03 ,9.93000030517578,9.93000030517578,9.781000137329102,9.84000015258789,6800,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.0035442883455300634,0.32175055659664453,0.9272939497958556,0.7853981668141078,0.9272990347934421,-0.1005472468575441,-0.008110760849866332,-0.1231030731720986,1.0,9.199242085556774,7.5847364824794035,15.088416693342337,-0.08357688008516462,-0.008841413095804482,-0.0031481500703047158,-2.0,-0.9987694051682011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-06 ,9.90999984741211,9.90999984741211,9.8100004196167,9.829999923706056,3200,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.0005084000428594975,0.4603105331986234,1.3238349239701521,0.24497866486884012,1.1730225610368856,-0.15506420383892863,-0.027258478490692267,0.7491046097359445,1.0,9.236452202666506,7.595960943829103,15.110166946416522,-0.086053311712993,-0.0012382158139141938,0.003801598640945144,-3.0,-0.33280730330892144,0.00022615360233391169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 ,9.81999969482422,9.81999969482422,9.79800033569336,9.800000190734863,12200,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.0015282594394446139,0.7327992984542374,1.4601356167706554,0.380506380598989,0.5554853891250146,-0.021412462202242757,0.06682587081834293,-0.5007508150947825,1.0,9.432153641940882,7.654481882232855,15.22357730310659,-0.09668594870369417,-0.00531631849535058,-0.0020390513407181933,-4.0,-0.1999549494413486,0.3329810509296398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08 ,9.93000030517578,9.9399995803833,9.8100004196167,9.850000381469728,103900,0.0,0.0,0.019999732971191404,1.0,0.12578492469545294,0.874215075304547,0.12578492469545294,0.0025445388945988918,0.14189705601971683,1.2490489537438951,0.8198646234062882,0.9866451599391637,-0.07219938901376519,-0.025393463405761214,0.99999975446863,0.748430150609094,9.395625444101059,7.643623386265712,15.202532732910344,-0.09019540464054814,0.0032452720315730155,0.004280795263461798,-3.0,-0.14276025186816946,0.06642617693378643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09 ,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,0,0.0,0.0,0.009999732971191406,1.0,0.07042102930213504,0.929578970699336,0.07042102930066398,0.0,1.1760035162882445,0.24497866485235623,0.9272990360734235,1.1902872086647933,0.15806573036337704,0.11513255968857111,-0.9999996070016423,0.8591579413986721,9.401118493534765,7.645258143609599,15.205700973175722,-0.09040651943869543,-0.0001055573990736483,-0.0016754147153233319,-2.0,0.1430173971639215,0.028597348786589566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13 ,10.0,10.0,9.829999923706056,9.850000381469728,1500,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.19739556179434423,0.8760424206467146,1.0637005254617615,0.422850955405805,0.0,-0.07903286518168852,0.0,1.0,9.496299023469593,7.67347934613529,15.260397321610437,-0.09404410877121051,-0.0018187946662575408,-0.0008566186335919462,-1.0,0.19999999996,0.14288882451604548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-14 ,10.0,10.0,9.859999656677246,9.859999656677246,12900,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0005073198979282108,0.9380477699507886,0.1418970553974996,0.8198545786452178,1.1341776940973778,0.0,0.0,0.9999980288610146,1.0,10.985180113700942,8.091347056097812,16.070758380278047,-0.14541216467254275,-0.02568402795066612,-0.01193261664220429,0.0,0.3333333332222222,0.02849130139803925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
