Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Low_High_Avg,RV,Sd,Rs,G,Rf,Sf,R*,Ss,P↑,P↓,Y_High,Y_Close,Y_Low,cos_θ1,sin_θ1,cos_θ2,sin_θ2,cos_θ3,sin_θ3,cos_θ4,sin_θ4
2015-12-17 00:00:00,0.1139590814709663,0.115310862660408,0.1132363080978393,0.1139537543058395,0,0.0,0.0,0.1142735853791236,0,-1.0,-0.0015890598297119002,0.0,-0.0015890598297119002,0.0,0.0003800243139266968,2.0,0.5,0.5,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2015-12-18 00:00:00,0.1141587644815445,0.114438995718956,0.1137446761131286,0.1141594275832176,0,0.0,0.0,0.1140918359160423,0,-1.0,-0.001383386552333804,0.0,0.00020567327737809615,0.0,0.0003800243139266968,2.0,0.5,0.5,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2015-12-21 00:00:00,0.1143526285886764,0.1145514696836471,0.1134943589568138,0.1143049150705337,0,0.0,0.0,0.1140229143202304,0,-1.0,-0.0012378990650177002,0.0,0.0003511607646942,0.0,0.0003800243139266968,2.0,0.5,0.5,0.0,0.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2015-12-22 00:00:00,0.1139899864792823,0.1151772513985633,0.1139618009328842,0.1139938905835151,0,0.0,0.0,0.1145695261657238,0,1.0,-0.0003110244870185991,0.0007382556796073081,-0.0003110244870185991,2.0,0.0003800243139266968,0.669832780939731,0.0,1.0,0.0,-0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2015-12-23 00:00:00,0.1146973073482513,0.1150999665260315,0.114293947815895,0.1146973073482513,0,0.0,0.0,0.1146969571709632,0,1.0,0.0003923922777176042,0.0,0.0007034167647362033,0.0,-0.0003110244870185991,1.5916652652768157,0.39791631631920393,0.6020836836807961,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2015-12-24 00:00:00,0.1148944571614265,0.1156142801046371,0.1147594451904296,0.1147616803646087,0,0.0,0.0,0.1151868626475334,0,1.0,0.00045676529407499833,0.0,0.0007677897810935974,0.0,-0.0003110244870185991,2.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2015-12-25 00:00:00,0.1148324534296989,0.116029605269432,0.1148324534296989,0.1148324534296989,0,0.0,0.0,0.1154310293495655,0,1.0,0.0005275383591652055,0.0,0.0008385628461838046,0.0,-0.0003110244870185991,2.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2015-12-28 00:00:00,0.1152579560875892,0.1154783740639686,0.114851176738739,0.1155050545930862,0,0.0,0.0,0.1151647754013538,0,1.0,0.0012001395225525041,0.0,0.0015111640095711032,0.0,-0.0003110244870185991,2.0,0.5,0.5,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2015-12-29 00:00:00,0.115092284977436,0.1154659762978553,0.1146144941449165,0.1150973141193389,0,0.0,0.0,0.1150402352213859,0,-1.0,-0.00040774047374729505,0.0002179592847823958,-0.00040774047374729505,0.2857479358593335,0.0012001395225525041,0.11542613942061554,0.6853955292855126,0.3146044707144874,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2015-12-30 00:00:00,0.1149840280413627,0.1151152029633522,0.1132159233093261,0.1150147095322609,0,0.0,0.0,0.1141655631363391,0,-1.0,-0.0004903450608253063,0.0,-0.0004903450608253063,0.0,0.0012001395225525041,0.16693220658891678,0.9582669483527708,0.041733051647229194,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2015-12-31 00:00:00,0.1138900220394134,0.1139807701110839,0.1130642294883728,0.1138659045100212,0,0.0,0.0,0.1135224997997284,0,-1.0,-0.0016391500830650052,0.0,-0.0016391500830650052,0.0,0.0012001395225525041,1.8654085546859216,0.5336478613285196,0.4663521386714804,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2016-01-01 00:00:00,0.1128861755132675,0.1139588207006454,0.1128861755132675,0.1128861755132675,0,0.0,0.0,0.1134224981069564,0,-1.0,-0.002618879079818698,0.0,-0.002618879079818698,0.0,0.0012001395225525041,2.0,0.5,0.5,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2016-01-04 00:00:00,0.1132310479879379,0.1134820058941841,0.1122827231884002,0.1132677271962165,0,0.0,0.0,0.1128823645412921,0,-1.0,-0.002237327396869701,0.0,0.0003815516829489968,0.0,0.0012001395225525041,2.0,0.5,0.5,-0.0,0.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2016-01-05 00:00:00,0.1126388758420944,0.1129101514816284,0.1115719079971313,0.1126322671771049,0,0.0,0.0,0.1122410297393798,0,-1.0,-0.0028727874159813066,0.0,-0.0006354600191116055,0.0,0.0012001395225525041,2.0,0.5,0.5,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2016-01-06 00:00:00,0.1122930645942688,0.1124996095895767,0.1112386584281921,0.112285740673542,0,0.0,0.0,0.1118691340088844,0,-1.0,-0.003219313919544206,0.0,-0.000981986522674505,0.0,0.0012001395225525041,2.0,0.5,0.5,-0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2016-01-07 00:00:00,0.1119239255785942,0.1122964695096015,0.1113334074616432,0.1117811799049377,0,0.0,0.0,0.1118149384856224,0,-1.0,-0.0037238746881484985,0.0,-0.0014865472912787975,0.0,0.0012001395225525041,2.0,0.5,0.5,-0.0,-0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2016-01-08 00:00:00,0.1125353127717971,0.1127446517348289,0.1116532534360885,0.1125392392277717,0,0.0,0.0,0.1121989525854587,0,1.0,0.000758059322834001,0.00024504214525220003,0.000758059322834001,0.10449010976937811,-0.0037238746881484985,0.04143966826399102,0.11485002683537587,0.8851499731646242,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2016-01-11 00:00:00,0.1126769408583641,0.1128610894083976,0.1116756945848465,0.112726092338562,0,0.0,0.0,0.112268391996622,0,1.0,0.0009449124336242953,0.0,0.0009449124336242953,0.0,-0.0037238746881484985,0.06438623214306056,0.01609655803576514,0.9839034419642348,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2016-01-12 00:00:00,0.1118416860699653,0.1130313873291015,0.1118416860699653,0.1118530705571174,0,0.0,0.0,0.1124365366995334,0,1.0,7.189065217970414e-05,0.0,-0.0008730217814445912,0.0,-0.0037238746881484985,0.00037269599914190185,0.5,0.5,0.0,-0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2016-01-13 00:00:00,0.1127576231956482,0.1137501150369644,0.1124363616108894,0.1126761808991432,0,0.0,0.0,0.1130932383239269,0,1.0,0.0008950009942055026,0.0,0.0008231103420257985,0.0,-0.0037238746881484985,0.05776395476450953,0.014440988691127383,0.9855590113088726,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2016-01-14 00:00:00,0.113400675356388,0.1139894649386406,0.1129860505461692,0.1133779138326644,0,0.0,0.0,0.1134877577424049,0,1.0,0.001596733927726704,0.0,0.0015248432755469998,0.0,-0.0037238746881484985,0.18385480750506009,0.04596370187626502,0.954036298123735,0.0,0.0,0.0,0.9939010053936888,-0.11027597869624454,1.0,0.0,1.0,0.0,0.9762865621610987,0.21648221299604084
2016-01-15 00:00:00,0.1141741573810577,0.114216536283493,0.1131429076194763,0.1141190305352211,0,0.0,0.0,0.1136797219514846,0,1.0,0.0023378506302833973,0.0,0.002265959978103693,0.0,-0.0037238746881484985,0.39413354842793485,0.09853338710698371,0.9014666128930163,0.0,0.0,0.0,0.9959799631061403,-0.08957629759647026,1.0,0.0,1.0,0.0,0.9801226221242412,0.19839265510674003
2016-01-18 00:00:00,0.112998180091381,0.1131051629781723,0.112387828528881,0.1130026504397392,0,0.0,0.0,0.1127464957535266,0,-1.0,-0.0011163800954819003,0.0005982220172881941,-0.0011163800954819003,0.287144575758177,0.0023378506302833973,0.228029297667796,0.655848099824874,0.344151900175126,-0.0,-0.0,-0.0,0.7840776619161943,-0.6206627265141947,1.0,0.0,1.0,0.0,0.9948067583618946,0.10178169539509119
2016-01-19 00:00:00,0.1124232113361358,0.1134622991085052,0.112315759062767,0.1124357357621193,0,0.0,0.0,0.1128890290856361,0,-1.0,-0.0016832947731018066,0.0,-0.0016832947731018066,0.0,0.0023378506302833973,0.5184260669154998,0.8703934832711251,0.12960651672887494,0.0,-0.0,-0.0,0.9631385147826177,-0.26900595038462133,1.0,0.0,1.0,0.0,0.9960948461044272,0.08828962319659941
2016-01-20 00:00:00,0.1135024800896644,0.1136983782052993,0.1122304201126098,0.1134999021887779,0,0.0,0.0,0.1129643991589546,0,-1.0,-0.000619128346443204,0.0005932152271269919,0.0010641664266586026,0.31074594784218035,0.0023378506302833973,0.07013387858431254,0.18413650111723068,0.8158634988827693,0.0,0.0,-0.0,0.9914938492094442,-0.13015355154524175,1.0,0.0,1.0,0.0,0.9971712873768261,0.0751626478461417
2016-01-21 00:00:00,0.1126324012875557,0.1128656640648841,0.1117115020751953,0.1126445829868316,0,0.0,0.0,0.1122885830700397,0,-1.0,-0.0014744475483895042,0.0,-0.0008553192019463002,0.0,0.0023378506302833973,0.39776368988249905,0.9005590775293753,0.09944092247062476,-0.0,-0.0,-0.0,0.9708076077127441,-0.23985951890024865,1.0,0.0,1.0,0.0,0.9995058750528745,0.03143255851482181
2016-01-22 00:00:00,0.1138819828629493,0.1147325783967971,0.1135462969541549,0.1138845831155777,0,0.0,0.0,0.114139437675476,0,1.0,0.001240000128746102,0.0010342001914978027,0.001240000128746102,0.6956099206507264,-0.0014744475483895042,0.7072692964147202,0.8724272447544064,0.12757275524559364,0.0,0.0,0.0,0.9989737611936872,-0.04529265333956602,0.9974069082422249,0.07196846108321399,1.0,0.0,0.6148232710560735,0.7886649132349619
