Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,G,Gd,S,P↑,P↓,Y,Yd,Ydd,ϴ1,ϴ2,ϴ3,ϴ4,W,Wd,Pd,λ,E_Low,E_High,Ö,Öd,Ödd,I,Im,Id,M,Mσ,R
2016-05-19 ,47.869998931884766,48.279998779296875,46.72999954223633,48.15999984741211,108816,0.0,0.0,0.7899992370605469,-1.0,0.28214266154225526,0.28211472963469125,0.7178852703653087,-0.00031135215123986176,-8.916864476152497e-05,4.007152589809516e-06,-0.8584351200054522,0.8584351188598972,-0.7853981661701629,0.7853981651701629,-0.059114459653705556,-0.17324421622987102,-0.43577054073061744,7.777426005320265,41.082835123693584,51.42375378422376,0.04668349835042539,0.0,0.0,0.0,0.0,0.0,-0.0006827703875408951,-0.0006827703875408951,1.171594168368726
2016-05-20 ,48.20000076293945,48.790000915527344,47.439998626708984,47.75,538047,0.0,0.0,0.7799992370605469,-1.0,0.3513508144889683,0.3509162276702897,0.6490837723297103,-0.0042748394126201445,-6.63429048285208e-05,3.331361468446475e-06,0.46959890579064,1.284745694336911,0.32175055439075967,1.0537660363886925,-0.015819303698888044,0.021647577977408756,-0.2981675446594206,7.951500343013841,41.401231417045345,51.82041071497933,0.03043170409424195,0.0,0.0,-1.0,-0.9998620950265243,0.0,-0.008932552671657403,-0.0017827413587564295,5.308333705102899
2016-05-23 ,48.459999084472656,48.5,47.400001525878906,48.08000183105469,475453,0.0,0.0,0.7699992370605468,-1.0,0.3468463124613375,0.3468463124613375,0.6531536875386625,0.0034436170797165428,-1.9798701090367797e-05,2.8605645647063844e-06,1.349146691150331,0.6080866187358741,1.159122885654462,0.4636476091641872,-0.20549752798324245,-0.0948391121421772,-0.30630737507732503,8.137894394658785,41.736939653660805,52.23864888509728,0.02926172795237717,0.0,0.0,0.0,-0.9980943854506923,0.0,0.007212862893414935,-0.0005833274584669142,14.923345998784562
2016-05-24 ,48.08000183105469,49.27000045776367,47.63999938964844,48.619998931884766,475965,0.0,0.0,0.4699995422363281,1.0,0.18503912316061072,0.8149608768393892,0.18503912316061072,0.005584251257183376,-7.483078588209672e-05,2.25429015992899e-06,0.85727403539678,1.2535292797335549,1.4519648615454046,0.7853981636437147,0.175699549091188,0.19059853853721523,0.6299217536787785,8.14261696755517,41.74537697095826,52.24916060147973,0.040228677117536964,0.0,0.0,1.0,1.001515907267885,0.0008838547879160275,0.01345858801121877,0.001288927937491177,9.689910936293096
2016-05-25 ,49.09000015258789,49.75,48.650001525878906,49.560001373291016,550501,0.0,0.0,0.4599995422363281,1.0,0.19574461315698058,0.8042553868430194,0.19574461315698058,0.00957427621190072,-0.0001120227639131681,2.5616624099140048e-06,-0.24497866366773488,0.24497866319714665,1.4288985778117118,0.6760146107284791,0.2886683763705657,0.05648441363968884,0.6085107736860389,8.148298418876037,41.755522998702425,52.26180114373458,0.059135357223342185,0.0,0.0,2.0,1.0024495829458102,0.9998051463592886,0.022804521046295666,0.0041576736853317755,5.356098830415333
2016-05-26 ,49.70000076293945,50.209999084472656,49.220001220703125,49.47999954223633,488465,0.0,0.0,0.4499995422363281,1.0,0.1601423249853385,0.8399058367116523,0.1600941632883476,-0.0008077729232143508,-0.00016768325090002635,3.016625882179683e-06,-1.1271472426746598,1.1271472410431507,-0.7853981643924968,0.7853981633924968,0.5183991858877506,0.11486540475859244,0.6798116734233047,8.111973399232777,41.69056989283965,52.180878813137596,0.05907299672645443,0.0,0.0,1.0,0.33472404954205964,0.0004668378389626193,-0.0020034533030349384,0.0033361900868828804,0.5830449574611163
2016-05-27 ,49.310001373291016,49.599998474121094,48.689998626708984,49.33000183105469,406386,0.0,0.0,0.43999954223632814,1.0,0.17120606789271348,0.8288895362221351,0.1711104637778649,-0.001518041788249443,-9.44027062418903e-05,3.7535067565711557e-06,-0.891791730594116,0.891791729382931,-0.7853981647746417,0.7853981637746418,-0.05133250254766886,-0.2848658442177097,0.6577790724442703,8.49105979193292,42.35892294689605,53.01357663913635,0.040168883375279386,0.0,0.0,0.0,-0.3332139773496783,-0.3338627667018753,-0.003716926181471708,0.002395774584435602,1.4892876162180564
2016-05-31 ,49.540000915527344,50.099998474121094,48.810001373291016,49.099998474121094,476988,0.0,0.0,0.42999954223632814,1.0,0.2756411635822998,0.7245662239704654,0.27543377602953456,-0.002336720067260829,-6.796100090884212e-05,3.396198354037951e-06,0.3217505545884449,1.074904769655539,0.3663293616977676,1.472758206441754,-0.12222733366618647,-0.03544741555925881,0.4491324479409309,8.578134153642592,42.50955942549633,53.20126141855285,0.031953461104396376,0.0,0.0,-1.0,-0.9993263079597458,-0.33396901344586893,-0.005152780285337625,0.001389300601799172,3.459865845157607
2016-06-01 ,48.81999969482422,49.25,47.75,49.0099983215332,568839,0.0,0.0,0.4199995422363281,1.0,0.17073158477470018,0.8293260019370337,0.17067399806296643,-0.0009173392674280172,-3.04518993371505e-05,3.1341561943559462e-06,1.3542448569363106,0.4636476094008061,0.8839788598967073,1.1232674217604453,-0.17765960273938952,-0.027716134536601524,0.6586520038740672,8.916359172448862,43.08500060847622,53.91825425315399,0.01670231853217277,0.0,0.0,-2.0,-0.9989616089341548,-0.33305616530503374,-0.002247237667010093,0.0009044288326246033,2.237328911733838
2016-06-02 ,48.900001525878906,49.470001220703125,47.970001220703125,49.16999816894531,564846,0.0,0.0,0.4099995422363281,1.0,0.1744680035971807,0.8255319964028193,0.1744680035971807,0.0016296583126036894,-1.6177017344885444e-05,2.561813943245746e-06,0.2049261537327732,0.9550236972901517,0.16514867740544767,1.4469052777906535,-0.07743360889867949,0.050112996920355014,0.6510639928056385,9.19068298244721,43.54091093488899,54.486340204165344,0.00945813959483519,0.0,0.0,-1.0,-0.3331977637619055,0.00018234951279549882,0.003974851767194631,0.0013138185572339404,2.811429901564748
