Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,G,Gd,S,P↑,P↓,Y,ϴ1,ϴ2,ϴ3,ϴ4,W,Wd,Yd,Pd,λ,E_Low,E_High,Ö,Öd,Ödd,I,Im,Id
2016-06-07 ,46.39254720581945,46.827697441181115,46.26821517944336,46.26821517944336,20866800,0.0,0.0,0.2652870266531673,1.0,0.2620397493358982,0.7379602506641019,0.2620063307124468,-0.00028794729760822413,1.0040245351241082,1.5162917806118021,0.5404195007326602,0.3625465736920408,0.3357910468334387,0.44373047500175766,-0.9999997190726078,0.4759539199516551,8.967112085548528,43.17006119646051,54.02424199650201,-0.04283482127111118,-0.006014179781704761,-0.005056808660720781,1.0,0.0,0.0
2016-06-08 ,46.1971926501102,46.57017873532206,46.06398139813291,46.2149543762207,21149400,0.0,0.0,0.007749800639961677,-1.0,0.0077227651273940965,0.0077207943854127594,0.9922772348726059,-0.0005758972522086785,1.535679151162148,0.24497866358882706,0.8408770119215968,0.42484285512790015,-0.03267948274885967,-0.18423526479114918,-0.3333349979767647,-0.9845564404871932,9.043321067625273,43.297172634301994,54.18262775396925,-0.04692040232614021,-0.0020427905275145174,0.001985694627095122,0.0,0.0,0.0
2016-06-09 ,46.1794153699196,46.1794153699196,45.726503363611066,45.841949462890625,20305700,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.004051895053759164,0.3217505552616061,1.135024860435364,0.3978834395749608,0.8210433690861734,-0.06699142226769961,-0.017155969759419968,-0.7511134512139854,-1.0,9.256170202974845,43.648375019842625,54.62024897586001,-0.06308576517807916,-0.008082681425969476,-0.0030199454492274794,-1.0,-0.9997448129481336,0.0
2016-06-10 ,45.335756118611826,46.22382187367847,45.32687695165004,45.71762466430664,25833200,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.0013578568901081681,0.11065722134501567,1.5253697763990555,0.12795188303273938,1.2835191386553308,-0.5636586268074232,-0.2483336022698618,0.49799652435238156,-1.0,9.158134972758024,43.487306093186454,54.41954480284545,-0.06211234157683098,0.0004867118006240921,0.004284696613296784,-2.0,-0.998194418140545,0.0
2016-06-13 ,44.03028864288754,45.04268275997482,43.56849418132648,44.52760314941406,83217800,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.01318653122965079,0.26696540307682876,0.8176060198111176,0.11796847409955526,0.7853981637771743,-0.15702337913867484,0.20331762383437418,-0.8132809320587441,-1.0,9.447297505170221,43.95908696975089,55.00742789113617,-0.09925450185439953,-0.018571080138784276,-0.009528895969704184,-3.0,-0.3331325179180634,0.000775197403794281
2016-06-14 ,44.31447602925816,44.49208644404355,44.02141274699954,44.25231170654297,42577100,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.0031008302195124487,0.049583251684301125,1.527557333679424,0.033320995863886635,1.5441507592932215,-0.9620918129124569,-0.40253421688689106,0.6192347620198317,-1.0,9.370304531371028,43.83443966653438,54.8521033090276,-0.10262255531574782,-0.0016840267306741444,0.008443526704055066,-4.0,-0.19880750086354027,0.3325309501112408
2016-06-15 ,44.207905319583325,44.5098477647989,44.12797927856445,44.12797927856445,33757600,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.001406789076983989,0.09094079873495377,1.5300103400915044,0.07677189125188477,0.11040831367014316,-0.4511630985805776,0.2554643571659396,0.3758171787107176,-1.0,9.962080091788472,44.775243409531264,44.775243409531264,-0.014561352179001797,0.04403060156837301,0.022857314149523578,-5.0,-0.14266004985588604,0.06716250852726158
2016-06-16 ,43.9770175145976,44.82068067704653,43.968134959748554,44.7496337890625,31188600,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.006994500516401471,0.9828010116094714,1.5263814238916142,0.7853981633144981,1.3101989563666099,-0.1415684554177516,0.15479732158141302,0.9999998809706689,-1.0,9.980359255601723,44.80369150060893,44.80369150060893,-0.0012072743907026178,0.00667703889414959,-0.01867678133711171,-4.0,-0.11104175493590944,0.028073725503827113
2016-06-17 ,44.767391287351145,44.785153007671376,44.2434323948606,44.51873397827149,45710500,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.0025865804043019793,1.0637371586919104,0.4048903939351998,0.6947751733207631,0.7853981641485719,0.6003841267917058,0.37097629110472874,-0.9999998956276538,-1.0,9.955232687591671,44.76457757977696,44.76457757977696,-0.005507058789319916,-0.002149892199308649,-0.0044134655467291195,-5.0,0.11145122861111997,0.0158091474599883
2016-06-20 ,44.97165133388905,45.14038600313267,44.429930656700456,44.4654541015625,35607900,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.0005987566764242469,1.4082852050686574,1.0048568980338486,0.7853981633589394,0.6668306007083301,-0.24304377190099694,-0.42171394934635137,0.6240542377293051,-1.0,11.007316830372007,46.348171205514035,46.348171205514035,-0.04146925968043174,-0.01798110044555591,-0.00791560412312363,-6.0,-0.1109833457360765,0.1112464917735147
2016-06-21 ,44.58089984172744,45.67322027129784,44.5453763998629,45.4600830078125,34097800,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.011060583436274044,0.7853981633589431,0.4702827951213167,0.8792897608825856,0.7692565872501012,-0.05765567664431415,0.0926940476283414,0.9999999142318601,-1.0,10.827783922807166,46.08543946935694,46.08543946935694,-0.013662409085359742,0.013903425297536,0.015942262871545956,-5.0,-0.09088497043085289,-0.11121728717359824
