Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,G,Gd,S,P↑,P↓,Y,ϴ1,ϴ2,ϴ3,ϴ4,W,Yd,Pd,Wd,E_Low,E_High,Ö,Öd,I,Im,Id
2023-07-10 ,10.399999618530272,10.93000030517578,10.399999618530272,10.75,35600,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.011764705882352941,-0.7853981650602382,0.7853981640602382,-1.547546406185588,1.547546404186669,0.0,0.34362974695528875,-1.0,0.0,8.615740312873434,13.120495690935039,-0.052441472162175984,0.05549690914672442,1.0,0.0,0.0
2023-07-11 ,10.75,10.75,10.75,10.75,100,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.7713142853975284,0.9505473570005227,-0.4636476105436621,0.4636476097436621,0.0,-0.9999999150000073,-1.0,0.0,8.615740312873434,13.120495690935039,-0.052441472162175984,0.0,2.0,0.0,0.0
2023-07-12 ,10.75,10.75,10.75,10.75,0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.9137210986874783,0.9505473570005227,1.5707963237948965,0.5880026044047091,0.0,0.0,-1.0,0.0,8.615740312873434,13.120495690935039,-0.052441472162175984,0.0,3.0,0.3333333332222222,0.0
2023-07-13 ,10.399999618530272,10.4399995803833,10.399999618530272,10.399999618530272,500,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-0.0165484816918427,0.22208184562292388,1.401019716154712,0.19739556020702306,1.5350998370894202,0.0,-0.9999999395714992,-1.0,0.0,8.615740312873434,13.120495690935039,-0.20783298713613121,-0.07769575748697762,2.0,0.19999999996,0.0
2023-07-14 ,10.399999618530272,10.399999618530272,10.399999618530272,10.399999618530272,0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.9697235226930238,1.5137170179072488,0.32175055495378413,1.5365265557504821,-0.0,0.9999999395714992,-1.0,-0.0,8.615740312873434,13.120495690935039,-0.20783298713613121,0.0,1.0,-0.19849552142653107,-0.0666666666311111
2023-07-17 ,10.399999618530272,10.399999618530272,10.399999618530272,10.399999618530272,0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.1902906523353802,1.5137170179072488,0.4048917869574961,1.5374777794275645,0.0,0.0,-1.0,0.0,8.615740312873434,13.120495690935039,-0.20783298713613121,0.0,0.0,-0.3333333332222222,-0.19924776069326555
2023-07-18 ,10.399999618530272,10.399999618530272,10.399999618530272,10.399999618530272,100,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.2749771264896628,1.5137170179072488,0.4636476097436621,1.5381572619425568,0.0,0.0,-1.0,0.0,8.615740312873434,13.120495690935039,-0.20783298713613121,0.0,-1.0,-0.9999999989999999,-0.06741890589784556
2023-07-19 ,10.420000076293944,10.420000076293944,10.420000076293944,10.420000076293944,91200,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0009606367942764151,1.4951850328595155,1.2765553413082524,0.7853981644126002,1.2765553413082524,0.0,0.999998959024925,-1.0,0.0,8.615740312873434,13.120495690935039,-0.19895327843690402,0.004439854349613595,0.0,-0.9999999989999999,-0.3333333328888889
2023-07-20 ,10.420000076293944,10.420000076293944,10.420000076293944,10.420000076293944,0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.4981986491883872,1.3909387556234216,0.7853981644126002,1.3909387556234216,0.0,-0.999998959024925,-1.0,0.0,8.615740312873434,13.120495690935039,-0.19895327843690402,0.0,1.0,1.0004246022551178,0.0
2023-07-21 ,10.420000076293944,10.420000076293944,10.420000076293944,10.420000076293944,0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.5002084642610942,1.4303104912304676,0.7853981644126002,1.4303104912304676,0.0,0.0,-1.0,0.0,8.615740312873434,13.120495690935039,-0.19895327843690402,0.0,2.0,0.9999999989999999,1.0002123006275587
