Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Low_High_Avg,RV,Sd,Rs,G,Rf,Sf,R*,Ss,P↑,P↓,Y_High,Y_Close,Y_Low,cos_θ1,sin_θ1,cos_θ2,sin_θ2,cos_θ3,sin_θ3,cos_θ4,sin_θ4,E_Low,E_High
2015-12-21 00:00:00,5.716431066977916,5.82196507833849,5.637280348780044,5.70763635635376,1749100,0.0,0.0,5.729622713559267,0.0004697974372383534,1.0,0.14071226119995117,0.0,0.2198638916015625,0.0,-0.439725399017334,0.10240019432413837,0.025600048581034592,0.9743999514189654,0.004967744393705498,0.009058889733435507,0.0074357384505237345,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.407518471021842,8.204594374810188
2015-12-22 00:00:00,5.690048165027562,5.813171615175814,5.681253872505511,5.769198894500732,1321900,0.0,0.0,5.747212743840663,0.0003588837730481744,1.0,0.20227479934692383,0.0,0.28142642974853516,0.0,-0.439725399017334,0.21160233449754734,0.052900583624386835,0.9470994163756131,-0.0011423584990753256,0.008107898961551053,0.005872392001809184,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.407518471021842,8.204594374810188
2015-12-23 00:00:00,5.79558273190404,5.980267491631373,5.79558273190404,5.883527755737305,1397900,0.0,0.0,5.887925111767707,0.000387038011201695,1.0,0.3166036605834961,0.0,0.3957552909851074,0.0,-0.439725399017334,0.518404497223394,0.1296011243058485,0.8703988756941515,0.02996627506148994,0.020750846453364304,0.02106886644197541,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.407518471021842,8.204594374810188
2015-12-24 00:00:00,5.936295530040983,6.094596593207608,5.936295530040983,6.0330352783203125,574300,0.0,0.0,6.015446061624296,0.00016304759194172837,1.0,0.4661111831665039,0.0,0.5452628135681152,0.0,-0.439725399017334,1.1236108969208138,0.28090272423020346,0.7190972757697965,0.007779778759874792,0.010308719853569757,0.009855048332131938,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.407518471021842,8.204594374810188
2015-12-28 00:00:00,5.989061348459003,5.9978560598797355,5.760404303133957,5.804376602172852,1028300,0.0,0.0,5.879130181506847,0.0002808763200394659,-1.0,-0.22865867614746094,0.035178428770082704,-0.22865867614746094,0.023668869025396014,0.4661111831665039,0.24065579489706343,0.9161671822503381,0.08383281774966186,-0.028648711691007543,-0.06917384889266692,-0.053850761438432426,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.407518471021842,8.204594374810188
2015-12-29 00:00:00,5.857142448425293,5.909909448396576,5.760403158155361,5.857142448425293,1318800,0.0,0.0,5.835156303275968,0.00036350001472707286,-1.0,-0.17589282989501953,0.0,0.052765846252441406,0.0,0.4661111831665039,0.14240237307818482,0.5,0.5,-0.018944272653237965,0.011606115279132427,-2.549197876094061e-07,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.407518471021842,8.204594374810188
2015-12-30 00:00:00,5.725225941633063,5.874732252333208,5.690047517483439,5.734020233154297,1176400,0.0,0.0,5.782389884908324,0.0003174343677403669,-1.0,-0.2990150451660156,0.0,-0.1231222152709961,0.0,0.4661111831665039,0.411535245401855,0.8971161886495362,0.10288381135046375,-0.005325383760327303,-0.01895027395626201,-0.010961813651396507,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.407518471021842,8.204594374810188
2015-12-31 00:00:00,5.707636430161774,5.78678714938318,5.646075132416137,5.716431140899658,1393900,0.0,0.0,5.716431140899658,0.00037496980975555916,-1.0,-0.3166041374206543,0.0,-0.14071130752563477,0.0,0.4661111831665039,0.461375072264355,0.8846562319339113,0.11534376806608874,-0.017871587030446053,-0.003640218210288651,-0.009192255440184326,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.407518471021842,8.204594374810188
2016-01-04 00:00:00,5.865936729016696,6.033032426380471,5.786786025172065,5.945087432861328,2106000,0.0,0.0,5.909909225776268,0.0005891912937623497,1.0,0.22865629196166992,0.1583001740472625,0.22865629196166992,0.4792879075798457,-0.3166041374206543,0.5215946652398591,0.6096865738898105,0.3903134261101895,0.0629526195705593,0.059249514020000074,0.037190287313638395,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.407518471021842,8.204594374810188
2016-01-05 00:00:00,5.953883774803917,5.97147277957057,5.79558273190404,5.883527755737305,1315900,0.0,0.0,5.883527755737305,0.00036433458683762104,1.0,0.16709661483764648,0.0,-0.06155967712402344,0.0,-0.3166041374206543,0.27854933855574243,0.5,0.5,-0.0064083521787447395,-0.006503646770759515,0.0009491115128434711,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.407518471021842,8.204594374810188
2016-01-06 00:00:00,5.953882400503136,6.024238403329872,5.883526397676399,5.989060401916504,1339900,0.0,0.0,5.953882400503136,0.00037763373861474824,1.0,0.2726292610168457,0.0,0.10553264617919922,0.0,-0.3166041374206543,0.7415010337104594,0.18537525842761485,0.8146247415723852,0.008957866203826534,0.018101764929311724,0.015334666798650668,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.407518471021842,8.204594374810188
