Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,G,Gd,S,P↑,P↓,Y,ϴ1,ϴ2,ϴ3,ϴ4,W,Wd,Yd,Pd,λ,E_Low,E_High,Ö,Öd,Ödd,I,Im,Id,W_0,W_1,W_2,W_3,W_4,W_5,W_6,W_7,W_8,W_9,W_10,W_11,W_12,W_13,Ds
2023-01-05 ,123.4000015258789,129.1999969482422,121.5999984741211,128.60000610351562,2025,0.0,0.0,0.0,1.5899984741210937,1.0,0.0819587100184206,0.9180412899815794,0.0819587100184206,0.019178965799870554,0.30919909184189676,0.21866894570821307,1.124689838119972,0.30919909184189676,0.28242710070455246,0.18255594874099038,-0.24319802285411157,0.8360825799631588,4.501006205847115,199.0691159189947,113.61194752676896,-0.1565135173589864,0.03255126655348886,-0.013292199577181918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 ,131.8000030517578,132.0,123.1999969482422,124.1999969482422,1870,0.0,0.0,0.0,1.5799984741210937,1.0,0.08777769300672743,0.9128571183565739,0.08714288164342616,-0.01740509929650821,1.073181055573695,0.4313267728004498,0.7853981629283124,0.2406960988693641,0.19082846931476335,-0.04579931569489455,-0.9999999726656956,0.8257142367131477,4.565618926014059,200.043524419793,114.17295462862306,-0.19623155983557453,-0.01985902123829407,-0.026205143895891465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 ,123.4000015258789,128.0,114.4000015258789,115.0,3650,0.0,0.0,0.0,7.189996948242188,-1.0,0.4085225892953517,0.4041212826835961,0.5958787173164038,-0.03846152619405294,1.3401420987720547,0.4099094178617182,0.7853981629316948,0.6501351672217022,-0.19883182986342854,-0.19483014958909595,-0.37690528711452237,-0.19175743463280776,5.015995716166509,206.58942784334798,106.35775452748173,-0.2538387903479807,-0.028803615256203077,-0.004472297008954504,-1.0,-0.9920775815487923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 ,115.9000015258789,119.0,115.4000015258789,116.5999984741211,890,0.0,0.0,0.0,7.179996948242188,-1.0,0.40795440742790984,0.40795440742790984,0.5920455925720902,0.006908456324104324,0.5028429903905651,1.2765616161194044,0.244978662918308,1.525372849746556,-0.46270821088153086,-0.13193819050905115,0.9999999779589958,-0.18409118514418038,4.9184932086476225,128.9445167551143,117.14543814102365,-0.05264995568949656,0.10059441732924206,0.06469901629272257,0.0,-0.9819196140166125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11 ,115.8000030517578,125.8000030517578,115.8000030517578,120.0,1855,0.0,0.0,0.0,7.169996948242187,-1.0,0.40738622556046794,0.40738622556046794,0.5926137744395321,0.014370251681344759,0.4636476086452505,-0.4636476094452506,0.8567059181259189,1.3521273790386017,0.13477293109164884,0.29874057098658985,0.3506695521485635,-0.18522754887906417,5.188012869014854,119.31974590576041,107.60315346347916,0.05736335042972269,0.055006653059609625,-0.022793882134816215,1.0,1.0030238312100497,0.005078983766089895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-12 ,120.0,125.0,116.5999984741211,120.68000030517578,1155,0.0,0.0,0.0,7.1599969482421875,-1.0,0.526470422909728,0.526470422909728,0.473529577090272,0.0028253295010535113,1.1513190730225165,0.34798319360018015,0.7853981629650159,1.4100328501932762,0.30349977668858774,0.08436342279846945,-0.6713888519638987,0.05294084581945602,5.1709979820601015,119.18477530744208,107.48122570050447,0.064146811713615,0.003391730641946155,-0.025807461208831733,2.0,1.0062119581965236,0.992471722613331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-13 ,120.1999969482422,123.0,120.0,120.1999969482422,1280,0.0,0.0,0.0,7.149996948242188,-1.0,0.6874996056924088,0.6873093478850738,0.3126906521149262,-0.0019927074161686896,1.1193416437885877,0.5028431129023349,0.7853981629732059,1.1193453875825687,0.06540390433548222,-0.11904793617655277,-0.9999997924466313,0.3746186957701476,5.225027120383894,119.61232906157552,107.86746218949979,0.056577399937666556,-0.0037847058879742213,-0.003588218264960188,1.0,0.33374833181587715,0.0015940634932369857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-17 ,121.1999969482422,127.8000030517578,121.1999969482422,126.8000030517578,2390,0.0,0.0,0.0,7.139996948242188,-1.0,0.594999745686849,0.594999745686849,0.405000254313151,0.02672067248386881,0.38050637650891667,0.5404194999397017,0.8960558492906932,0.23109056693174929,-0.04829280628716078,-0.0568483553113215,0.9999999651730319,0.18999949137369798,5.651855266325719,122.88905841097657,110.82746824983504,0.08298274797032029,0.013202674016326868,0.008493689952150545,2.0,-0.3330383251633735,-0.33623181319032325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-18 ,127.1999969482422,130.8000030517578,119.1999969482422,119.8000030517578,5895,0.0,0.0,0.0,7.129996948242187,-1.0,0.5021122992784851,0.49880498870648327,0.5011950112935167,-0.028386049581286713,1.5208387226325908,0.16514867728624844,1.1760054320386366,0.5880040689911048,0.6401839532327835,0.3442383797599722,-0.9999999818533939,-0.002390022587033469,6.007851552412739,125.49611890753232,113.18244797346414,0.005185744373518087,-0.038898501798401104,-0.026050587907363986,1.0,0.33710314037942135,-0.33339332848962533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-19 ,117.8000030517578,120.1999969482422,111.1999969482422,111.1999969482422,1780,0.0,0.0,0.0,7.119996948242187,-1.0,0.3632650372983858,0.359198607086689,0.6408013929133111,-0.03722946365158267,1.190290825877614,0.1418970545108306,0.21109333298372313,0.4592425840183853,-0.7021252617646897,-0.6711546074987367,-0.13477626707169724,-0.28160278582662207,6.016019464996502,125.55469262905434,113.23535726765742,-0.06977460654464646,-0.03748017545908227,0.0007091631696594172,0.0,-0.3289526068718328,0.33507073277139743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
