Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,G,Gd,S,P↑,P↓,Y,Yd,Ydd,ϴ1,ϴ2,ϴ3,ϴ4,W,Wd,Pd,λ,E_Low,E_High,Ö,Öd,Ödd,I,Im,Id,M,Mσ,R
2016-06-07 ,82.69562781317516,83.0676900823668,82.35900101132907,82.49188232421875,1170600,0.0,0.0,0.42814415667449907,1.0,0.37758465003208946,0.6224153499679106,0.37758465003208946,0.00032232720985647743,-0.00016325147155045369,3.534068819040181e-06,0.4636476101577905,0.8794984562315548,0.5255839570879777,1.4677606165156503,-0.0076554455516254696,0.04719460765611981,0.24483069993582113,10.142794480626057,80.77395418941659,80.77395418941659,0.021045328008834834,0.0,0.0,2.0,0.0,0.0,0.0006640720849922651,0.0006640720849922651,0.8691222962280943
2016-06-08 ,82.65135836262047,82.8551039004224,82.2261394111573,82.27928924560547,1088300,0.0,0.0,0.41814415667449906,1.0,0.37761210952390406,0.6225224409308748,0.37747755906912506,-0.001290232245045316,-0.00019378697044247396,3.3485415509822994e-06,0.44379002663968836,0.1442534588245747,0.7853981641671814,0.07675297379560311,0.04855853455070413,0.0281069900511648,0.24504488186174977,10.219801577549728,80.98378518007846,80.98378518007846,0.015870474836196684,0.0,0.0,1.0,0.3333808724572115,0.0,-0.0026583275111675565,0.0002210854721709556,8.279189628835598
2016-06-09 ,81.86290864460646,82.12866448143689,81.36681891700063,81.74774169921875,1669500,0.0,0.0,0.4081441566744991,1.0,0.23996182955258294,0.7603012844699558,0.23969871553004413,-0.003240609449094533,-2.427925300988629e-05,4.478398918527837e-06,0.2449786639983876,0.9272013798287955,0.3805187413717263,0.5631979358356306,-0.22545793505981424,-0.13700823480525917,0.5206025689399116,10.820093957160505,69.83219894300903,82.58393978644901,0.07368296774467965,0.0,0.0,0.0,-0.333142539979941,0.0,-0.007379528505037734,-0.0007923297247902029,10.65897973292127
2016-06-10 ,81.06562349845908,81.5528458872074,80.72013619709499,81.10105895996094,1679400,0.0,0.0,0.3981441566744991,1.0,0.16959958157825233,0.8306496777714665,0.16935032222853355,-0.003971062339054195,0.0003587189889140382,4.562810278583276e-06,0.13068655871552856,1.1364294197745761,0.11065722119186383,0.9223873925049516,-0.5226611014892183,-0.14860158321470202,0.661299355542933,10.741673636071853,82.37836455235298,82.37836455235298,-0.015626817831124493,0.0,0.0,-1.0,-0.9985578301716983,-0.3332617062185762,-0.009742954385806921,-0.0019857463462590987,5.1666303928599815
2016-06-13 ,81.29596254575483,81.74775633546703,80.82645440053174,80.8707504272461,1269200,0.0,0.0,0.3881441566744991,1.0,0.18180329195123812,0.8182905699026276,0.18170943009737237,-0.0014219050437614864,0.0005947723231677421,2.8761141082925076e-07,0.14881872894044545,0.7853981633429615,0.13271333153718054,0.8709305068188001,-0.5930089586903307,-0.03517392860055618,0.6365811398052552,11.183944571552374,70.62966466635508,83.52480794905719,0.05155524420349569,0.0,0.0,-2.0,-0.9982306692530599,-0.3327076450958787,-0.003439739585296762,-0.0021796121114641205,1.654029405933332
2016-06-14 ,80.50753051678737,81.28709722122281,79.93172280289603,81.0124740600586,1216700,0.0,0.0,0.3781441566744991,1.0,0.1721229836768593,0.8278770163231407,0.1721229836768593,0.0008754683090934746,0.00040443576727834787,-3.777061926562536e-06,0.9567829101114728,0.9458495077352106,0.7853981638227496,1.1959011667204806,-0.23257927309260226,0.18021484279886418,0.6557540326462814,11.654806252245063,71.63604020239053,84.71218565615425,0.03917426263221661,0.0,0.0,-1.0,-0.33312302387188847,0.0001635804593191903,0.0021410848845647454,-0.0016035191786602718,1.4240489346285452
2016-06-15 ,81.0744905533755,81.65030506935582,80.43667241790617,80.6227035522461,1079200,0.0,0.0,0.36814415667449907,1.0,0.20271881001740613,0.7974544424523529,0.20254555754764714,-0.0024114212857017842,0.00014241322223858418,-4.5275220606411364e-06,0.12876922928309512,0.8071953487489257,0.06656816378363267,1.4706220665521077,0.15555505978283013,0.1940671664377162,0.5949088849047057,11.157728668438594,70.57279788064966,83.45771444788471,0.049287861187510475,0.0,0.0,-2.0,0.33346233737032993,0.33255382269058575,-0.005701753981814741,-0.0021499504857475345,2.781410585990588
2016-06-16 ,80.58728138314171,81.38456263232295,80.27722944141163,81.2428207397461,1395700,0.0,0.0,0.35814415667449906,1.0,0.19721230376592586,0.8027876962340741,0.19721230376592586,0.0038310640280715936,0.0004010660376419127,-3.7709531055248127e-06,1.3801481618147726,0.607446564842353,0.9134117954303362,0.46364760939296434,-0.37527827770294436,-0.2654166687428873,0.6055753924681482,10.998926596796743,70.22638300204355,83.04900414245584,0.061865001382665624,0.0,0.0,-1.0,-0.33297609472942963,0.33329268062110917,0.009110525065584574,-0.0006485537455699201,16.608263345498063
2016-06-17 ,81.30482946042811,81.73890216994684,80.91504602246214,81.44657135009766,1646000,0.0,0.0,0.07859710059101645,1.0,0.043491588064820334,0.9565084119351797,0.043491588064820334,0.001252390261800493,-0.0002530635627552913,-6.127761728174514e-06,0.5764300716530313,1.2958467508990485,0.82544444629206,0.7853981643445985,0.5262337599071234,0.4507560188050339,0.9130168238703593,10.981381826130344,70.18790335819973,83.00360501758026,0.06491722893839157,0.0,0.0,0.0,0.3338951306372607,-0.3332192160498798,0.0036233407661851887,-7.896781066923895e-05,172.27596752782165
2016-06-20 ,82.25268393608495,83.10311476615188,82.04893847356679,82.45643615722656,1690200,0.0,0.0,0.06859710059101644,1.0,0.024274552116626304,0.9757254478833737,0.024274552116626304,0.006161356173307431,-0.00019480554837885872,-6.268423723064964e-07,1.5499763441539087,0.2914591303806051,0.9545138497445459,0.16514867750671045,0.2076861685449721,-0.15927379568107564,0.9514508957667474,10.508856544020185,81.76200663785689,81.76200663785689,0.008457438115025563,0.0,0.0,1.0,1.0005532940648352,0.33343561268334515,0.01833400429620244,0.0023760951369136514,7.404402206877643
2016-06-21 ,82.65134421900171,82.99683160104556,82.17297551495068,82.47416687011719,1564200,0.0,0.0,0.05859710059101644,1.0,0.02073583810284402,0.9792641618971559,0.02073583810284402,0.00010750408089931883,-0.0008244203062042997,8.289792755410676e-07,1.52536481295748,0.09065988717667348,1.394057707240347,0.10894181757711767,0.8864274537833388,0.3393706426191833,0.9585283237943119,10.215328528294437,80.97162619330005,80.97162619330005,0.0183863160631772,0.0,0.0,2.0,1.0027001603874615,0.3333290817137873,0.00032157830356395337,0.0021021595591336917,0.1460286118824465
2016-06-22 ,82.70446532221634,83.56375657966791,82.42984897509685,82.90821075439453,1166700,0.0,0.0,0.04859710059101644,1.0,0.018347456070203223,0.9816525439297967,0.018347456070203223,0.0026244869042988837,-0.00033558794627743595,8.367686778921452e-06,0.9206628277499298,0.2186689458305211,1.528558442172029,0.8449655095804459,0.017806756954064987,-0.4343103484146369,0.9633050878595935,10.755325078532392,82.41422391095219,82.41422391095219,0.005976059021862575,0.0,0.0,3.0,0.3333491942843787,0.001073433161313142,0.007878636516953723,0.0028723564868430294,2.6506364737298735
2016-06-23 ,83.31574740389323,84.15731787923555,83.25373701895879,84.11302185058594,1564100,0.0,0.0,0.03859710059101644,1.0,0.018306525138331937,0.981693474861668,0.018306525138331937,0.007213520565022339,-0.0004814734634909037,6.816984160663905e-06,0.7853981633610112,0.0678438810270695,1.279888332580371,0.1488537475921143,0.3818160285165832,0.1820046357812591,0.963386949723336,10.269479376127416,81.11858197302672,81.11858197302672,0.03624933361153199,0.0,0.0,4.0,0.2002313748384964,-0.3346754830515414,0.02165610968591366,0.00537685691338578,3.9541127380897563
2016-06-24 ,81.96919846736971,82.27039649008411,79.43562059274038,79.48877716064453,3222200,0.0,0.0,2.984228382356468,-1.0,0.63202450332677,0.6289562304972011,0.3710437695027989,-0.028265243523538357,-0.0008850832486082762,8.269112060169825e-06,1.0237688493562709,0.04623509483490173,1.4718302994722154,0.033320995885364524,0.8085297575329771,0.21335686450819694,0.2579124609944022,10.014963295659669,80.42324551974443,93.35006429766744,-0.08621406436785621,0.0,0.0,3.0,0.14330796626094536,-0.06655890972294115,-0.05842110355879808,-0.003129537816238734,19.283833740464644
2016-06-27 ,79.214178690681,79.214178690681,77.16782929313615,77.28298950195312,2277000,0.0,0.0,2.974228382356468,-1.0,0.4255287558908922,0.42396713455835694,0.5760328654416431,-0.014070056781580298,0.005663536114842565,1.3365762571595259e-05,0.08076248449036703,0.9627489313758586,0.03997868709381358,1.5423058313734097,-0.9827336766140262,-0.8956317170735016,-0.15206573088328618,10.010033128010763,80.40965899311014,80.40965899311014,-0.039660432511768005,0.006609562961331454,0.0,2.0,-0.14098802417034992,-0.02846170428877552,-0.028466096810086782,-0.006507745682085141,4.442451093162556
